id,endereco
555403,VERDE RUA BAIXA BAIXA 391 CIDADE NOVA BAIRRO
433646,AVENIDA GALO DA SRRA 1323 SETOt 30
889777,AVENIDA AVENIDA PRAIA DO FUTURO 886 TARUMA COMUNIDADE SAO PEDRO
789079,RUA LUORENCO LUORENCO BORGHI 7400 MORADA D0 SOLb
1151087,RUA MACjsI 10 FLORES
532149,RAMAL AC 400 None FAZENDA IRMAOS RAMOS KM 03
582923,UA LAGOINHA None BA UIAO
1117577,RUA INACIO GUIMARAES 35 EDhCANDOS
218113,ESTRDA DE FERRO MADEIRA MAMORE 1141 TRIANGUL
818692,RUA SENADOR JOAO BOSCO None JURUA
808123,RUA RUAw SANTA CLARA 48 MAjOUx AMED
320076,RUA DUQUE ED CAXIAa 390 CAIARI
327278,LINtHA PV 8 4 POTOp VELHO
439941,VENIDA PREIDENTE MEDICI None CENTRO
143675,RUA JI PARANA PARANA PARANA 129 CAPLEASSO
949853,UA 1s1 346 CIDADE NOVA
41084,AVENIDA CELESTINO ROSALINO 1994 VISTA ALEGRE
247530,RUA DANIEL 5670 AlONA
267052,RUA ITATIAlA 8943 SAO FRANçSICO
937051,BECO SAO JORGmE 30 COLONIA OLIVEIRA MACHADO
662518,RUA JOAOw DE PAIVA 95 BcAïRRO SENADOR POMPEU
665571,TRAVESS ASEN DENOMINACAO DENOMINACAO 565 BAIRROS ENADOR POMPEU
1013512,RUA BEM TE VI 142 TARUMA ACU
68306,AVENIDA DOS ESTADSO 1881 CêNTvRO
472974,ESTRADA LH 199 INICOI 21 IdNICIO
286357,MUNIQUE 3217 CIeDADE NOVA NOVA
463693,RUA ALMIRANTE BARROSO 310 CENTRO
261294,RUA 3152 SLû
155335,RUA TdREZINA 2106 NVOA BRASILIA
657413,RUA MAJOR JOAO CANCIO 427 CAFEZAL
316021,RUA VILA MARINA 8904 PORTO VELHOw
335991,AcENIDA 2092 ERNANDES GONCALVES
1067333,qRUA DAS TULIPAz 25 JORGE TEIXEIRA 1 1 EAPA
340613,RUA GOVERNADOR OSVALDO PíAwNA FILHO 1660 CENTRO
1074916,RUA DO AREAL 21 COMPdN$A
66008,LzINHA 11 20 CACOAL
547367,R U04 289 OBRA DO PAC
205338,AVENIDA CALAMA 4343 LODOALDpO PONTES PINTO
276305,RUA JULIA 7284 IGARAPr
310297,RUA TEOTONI VILELA 8019 JUSCELINO KUIBTSCHEK
15345,CASSIMIRO ABREU DE DE RUA 3466 áETOR COLONIAL
934401,BECO SANTA MARIA 40 ALVORAfA
1126297,JAMRI 75 NOSSzA SENHORA DAS GRACAS
1059647,RUA A PAZ PAZ 272 BETzNIA BETzNIA
785172,BéCO NOSSA SENHORA APARECIDA 10 LARAAJL
605645,bTAMBUATA RUA 3323 TQAUARj
219611,RUA 1 None FLORESTA
720909,TRAVESSA CSTELO BRANCO 433 IPIRANGA
892689,AVENIDA RIOMAEIRA 1014 NOSSA SENHORâ DAS GRCAS
288450,RAU jOVO MUNDO 2003 AEROCLUBE
1079071,RUA ODIS 8 SANTO GOSTINuO
996777,RUA ARARAQiARq 47 GILBERTO MESTRINHO
1013330,RUA BELO HORIZONTE 1830 DRIANOPOILS
354175,RUA iLAVO BILAwC 992 BAlIRRO CIADDE ALTA
890182,AVENIDA PRIMEIRO DE MAIO 558 SANTO AGOSTINHO
1084531,RUA OSw PALMARES 26 BAgRRO DA PAZ
702393,RUA FLORESTA None ALDEIA INDIGENA POROT CORDEIRINHO
358852,AVENIDA B1 21 BAIRRO DA SAUDE
509658,RUA ãGROVIpA II 270 fCRUZtEIRO DO SUL
72905,RUã RONDONIA 1596 CETNRO
540934,BECO BEIRA RIO 54 BAIRRO CIDADE NOVA
810469,E$TRADA RONDON 2 29 COMUNIDADE
653633,RUA EDS0h SALES 19 BOM $UxESSO
752735,COMUNIDADE SANTA LUZIA 9 RlO SOLIMOES
118124,RUAT APrAJOS 3413 SETOR 02
84824,UNIAO2 SITIO None LNHA 4
1323,AhVENIDA AhVENIDA CUIABA 4965 aCIDADE
683336,RUA AMAPA 580 CENTRO CENTRO
450309,RUA BELO BELO HORIZONTmE 1854 ECNTO
271521,RUA JOAO PEDRO DA ROCHA 1134 NOVAP ORTO VELO
260566,RUA GéRALDO SIQUEIRA 4415 CALADINHO
234377,RUA BEItA BEItA SUL 7685 TRSE MARíAS
328037,RâMAL JATUARANA JATUARANA 68 PORTO
657780,RUá SANTA HELENA 128 CRISTO |IBERTADO
496906,URA ABHIA 1285 CENTR
1056547,RUA DA ESTNAAfE 23 OCMPEvNSA
1138222,RnUA JUAC None JORGE TEIXEIRA JOAO PAULO 2
321920,RUA PADRE ANGELO CERY 2570 LIBERDADE
24617,RUA MARACANA 1086 DOIS
327638,LOGRADOURO 999999 LOGRADOURO 999999 103 FmACE 99999
720871,TRAVESSA CASTELO BRtANCO None CjRISTO REI
731223,RUA RIMUNDO PORFILIO DO NASCIMENTO 34 FáITMA
1075855,fUA DO CAMPO 177 sANTO AGOSTINHO
128822,RUA ABILIO FREIRE DOS SANTOS 610 CASAP RETq
1151516,RUA MAGALHAES BARATA 79 RCESOP
872865,AVENIDA ESTRADA DO ALEIXO None SAO JOSE OPERARIO
558233,RUA BOTAFOGO 233 BAIRRO DA PAx
232780,RUA ATASL 26 TRES MARIAS
572381,RUA EUFmRATS 20 RESïDENCIAL IOLANDA
621307,TRAVESSà AMELIA RAARIPE 173 AVIAlRIO
800764,RUA EDUARDO RIBEIRO 69 JAUARI
243129,RUA C1zRA NUNES 6396 PORTO VELHO
631674,TRAVESSA SANTOS DRUMOND 674 CONJUNTO
999308,RUA ARrITUBA 76 NOVA CONQUlSA
805861,RUA RONDObIAt 118 SAO FRANCISCO
27024,RUã PARANA 3315 SbETsOR 05
572360,RUA EUCLDIES DA CUNHA 283 CpNJUNTO ESPERANC
1114507,fUA o 11 LIRIO DO VALE
843811,TAVES5A JOAO LELES 1663 BRIIBIRî
298851,RUá RAIMUNDO PINHEIRO 2796 SAO JOOA BOxCO
936047,BECO SAO FRANCISCO 51 aCOwMPENSA
1057292,RUA DA INDUSTRIA 7 COPENSq
151159,RUA PREBITERO ONORATO PEREIRA 3906 SOA FRANCISCO
849911,RU A02 70 VILA DO JANUACA
204550,AEVNIDA BRASILIA 1749 SANTã BARBâRA
719652,RUA EFIGENIO SALLES 8 RdCREIO
154870,RUA RUA TARAjUACA 2366 SOA nPEDRO
367986,AVENIeA ROSALINDA A. MARãNGONI 2921 JARDIM AMERICA
758214,RUA TIRADENTES 1317 CODAJAS
376639,RUq DAL TkE 450 BAIRRO JARDIM ELDORADO
748258,RUA MIRO DE SpUZA 9 úNuAO
590271,UA MORUT None CONfQUISTA
510490,AVENIDA 25 DE DEZEMBRO 145 JOSE HASSEM
714284,tUA NOAV 988 PLATOR DO PIQAI
1072370,RUA DEZESSETE 30 LIRIO D OVALE
250316,RUsA DO $OL 762 FLORESTA
410270,CENTAL CANAL CENTAL RUA None CENRTO
1113798,RA HUMBERTO DpE CAMPOS 69 JORGE SA0
1135308,RAU CHEVALIER 72 MORdRO DA LIBEfDADE
835622,RUA EZANOR ATjAIDr 628 AO JOSE
283527,RUA MASSAGAzNA 3497 CyNIA CyNIA
320242,RUA DUQUE DE CXAIàS 3130 NOVA PORTO VELHO
701027,AVENIDA CASgELO CASTELO BRANCO None COLONuA
135594,RUA CIL 323 JARDIM DAS SERINGUIERAS
7305,eGUANUMBI 1421 SETOR 2
139798,RUA DOS PROFETAS 240 PRIMAVERA
233332,RUA BANDONION 5593 SUL ZONA
1092453,RUA EPITACIO PESSOA 16 SAO LáZRAO
550628,RUA ADERBAL BRASIL 493 MAONêL JULIAO
543202,ESTRADA DA FLORESTA 1769 FLORESTA
344101,AENID GOIANIA 4843 RIO BEIRA
78265,RUA TUPîNAMBA 3173 CRUZEzlRO
432780,AVENIA CANARIO 1008 SETOR 3 3
112706,MMAORE 853 STOR 2
519161,TRAVESSA SEM DENOMINACAO 1446 ZENAIDE PAIVA
273808,RUA JOS EBONIFACIO 1292 OrLARIA
901468,AVENIDA DESEMBARGADOR GASPAR GUIMARAES 239 BAIRR ODA UNIAO
494000,AVENIDA SEABRA 531 BAIRRO BAIRRO DO FORMOSO
930592,BECO SETE DE SETEMBRO 69 JORGE TEIXEIRA
261900,RUA GRAFIA 4839 CIDADE DO LOBO
1017608,RU BOLDO 90 JORGE TbEIXEIRAf JOAO PAULO 2
522421,RUA JOSE DE zwBREU 37 BAIRRO IRACEMA
797752,RUA AMPA 3455 SAO FRANCISCO
183830,RUA SERINGUEIRiS DOS 1279 JARDIM TROPICAL
313876,RUA VALE DO SOL 2364 OV AFLORESTA
787856,RUA DA CASTANHEIRA 503 SAO JOSE
579330,RUA JASMIN None PRIMVAERA
501377,RUA FLOIRANqO PEIXOTO 1773 REMANSO REMANSO
789532,RUAP AULOF REIRE 3090 MORADA DO
964109,RUA 260 5 CîcADE NOVA
392411,AVENIDA ANONIO LUCAS DE ARAUJO 3687 CENTRO
261003,RUA GETULIO GETULIO VARGASx 2152 SAOi CRISTOgAO
635736,ESTRADA QUIXqDA 4031 FAZ NOVA ESPERANCA
525364,RUA SABINO SABINO CHAGAS 535 MANUEL URBAN
540069,AVENIDA PRAIA OD AMAPA 4 LOTEAMENTO PRAIA DO AMPA
214088,AVENIDA RIO MADEIRA 5538 NOVA ESPEeANCA
891505,AENIDA RIO BRNACO 27 CIDADE DE DEUS
386238,RUA PRESIDENTE MEDICE 530 CENgRO CENgRO
579814,RUA JOAO CHALUB 20 MAgNOEL MANOEL JULIAO
226668,RUA ANAPOLIS 9359 ZOA LESTE
745836,FABIO LACERDA RzUA 86 PERA 2
799953,RUA CARwLOS HENRIQUE MOEHRING MOEHRING 864 SAO JORGE
206569,SALES AVENIDACAMPOS 5207 OZNAo SUL
811605,RMAL DO jNCRA I 13 COMUNIDADE NOSSA SENHORA DE NAZARE
68651,AVENIDâ NACIONAL 2719 CENTRO
956990,RUAu 19 7 CIDADE lONVA
945415,RiA 02 91 CIDADE NOVA
242883,RUA IdNGAPURA 2248 NOVA NOVA FLOERSTA
615657,RUA RUA PROFESSORA JUDITH PsIVA 920 BAIXADA DA CADEIA VELAH
501059,RU FwLIX GASPAR 2563 BAIRRO DO FORMOS0
155156,RUA TEERZINA 694 NOVA BRASILIA
785459,fUA 03 None CACAU PIRERA
988762,RUA AMZONAS 25 CRESPO
39034,LINHA 9 5 RUMO ESkCONDtIDO
638402,RAMAL SAO SEBASTIAO 204 SAO FRANCISCO
990131,RA AMAZONAS 648 ALEIX
950691,RUA 12 421 vALVORAAD
1036277,RUA CENTO E SETENTA E OITO 70 ICtDADE NOVA
757118,RUA oAULINO GOMES None CODApJAS
556172,RUA EBIRA RIO 298 BAIRRO CIDADE NOVA
79419,AVENwIDA GUARAJUS 2071 CNETRO
760257,BECO 06 None NSOSA SENHORA D EFATIMA
783148,COMUNIDADE SAMAUMA 14 SAAUMA SAAUMA
483003,RUA OJAO TOMASt 90 FANCISCO JOSE MOREIAR
32004,RUA TRIUNFO 4421 09 SETOR
443130,ESTRADA LINHA 05 100 a13
259130,RUAFRANCIaCO REBOUCAS 4011 TANCREDO NEVSE
427544,RUA RIO BRANCO 944 NOOV HORIZONTtE
1134367,RUA JORDAO 1221 CIDAeDE DE DEU
990741,RUàA MAZONINO MENDES 154 gANCREDO NeEVES
952439,URA 144A 16 NOVAC IDADEb
1118835,INTERNACIONAL RUA 100 CyIDADE DE DEUS
566254,RUA DELFONSO yDr ALMEIDA 29 WANDERLEY DANTãS
1004861,RUA B 39 972 ERDENCAO
999826,RUA ARTUR REIS 550 SANTOA NTONIO
1000117,ARAUNA 19 JORGE TEIXEIRA III ETAPA
1068455,RUA DENER 18 BrLA VISTA
369385,ONZE QUINHENTOS AVENIDA E UM MIL 1405 JARDIM PRIMAVERA
123800,BRASIL AVENIDA 1121 NOVA BRASILIA
458389,RUA TIRADENTES 4439 CIDAED ALTA
800801,RUA EDUARDO EDUARDO RpIBEIRO 2384 BAIRRO CENTRO
5137,RUA PRSIDENTE PRUDENTE PRUDENTE 5196 REDNDkO
625117,TeAVESSA DO ACAI 139 EL DOURADO
880949,AVENIDA JOAQUIM NABUCO NABUCp 1725 çEmTRO
46807,AVENIDA MARECHAL RONDON 3590 JARDIM CLODOADLO
759359,IARAPE EUROPà 12 LAGO BADuOS
762553,RUA OTAjIANO MELO 39 OSSA SENHORA DE FATIMA
316948,RUA VvITORIs REGIA 5917 ELDORADO
59028,RUAR AUL BOP 1220 JARDIM VISTiA ALEGRE
494693,AVENIDA DESEMBARGADORTAVORA 755 VhARsEA
724556,RhA ANTONIO BARROSO 556 ESTRADA ARY ANTUNES
820479,RUA MARIO ANDREáZA 719 CENfRoO
131987,RUA BkqLIVIA 2145 JARDIMD AS SERNGUEIRAS
265084,RUA IBOTIRAMA None MARCOS FREIRE
711627,AVENIDA ONZE 1005 PLATO DO PIQUIA
239815,RUA CAPRICORNIO 11748 PORTO VELHO
461613,AVENIDA SALVO DA PAIXsO BATSTA None CENTRO
1053552,RjA CURURU 41 JORGE TEIXEIRA
567936,RUA DO DIVISOR None ELORADk
491988,AVENIDA AFONSO PENA 1451 AV 25 DE AGOSTO
1031180,RUA CAROS DIAS 78 xRESPO
47371,RqU A 1355 TEIXEIRAO
954229,RUA 15 22 NOVA CIDADE
786543,RUA 8 None NOVA
1039699,RUA CINCO 35 LVORADA 
1130825,RUA kJOAO ALFREDO 4 PAZ BAIRRO DA
108512,fUA 25 DE ARCO 3362 SETO R08 08
218131,ESTRADA DE FERRO dMADwEIRA MAMORE 1273 TRIANGULO
862673,AENIDA CARVALHO LEAL 1880 CACHOEIRINHA
224142,RUA ALEXANDRE GUIMARAES 9274 ZONA LESTE
159383,RUA GOVERNADOR JORGE TEIXEIRA 195 NOVA RASILIA
125207,AVENIDA ELIAS CARDOSO BALAU 1277 SAO BERNARs0
9146,AVENIDA JARU 3239 50
379832,RUA hELSON TREEA 542 CENTRO
84781,ITIO SOA JOSE 2 None LINHâ 7
807574,RUA JORNALISTA CARLOS CASTELO BRANC0 872 JAUARI II
659411,RAMAL Dk GAjCHO 11 RAMAL DO OURO
73621,AVENIDA AMAZONAS 4060 CEmNTRO
901096,AVENIDA BRIGADEIR0 HILARîO GURJAO 2498 JORGE TEIXEIRAm 4 ETAPA
956395,RUA 18 30 NObVA fIDADE
1012178,RUA nELFORD ROXO 960 JORGE TEEXIRA 4 ETAPA
605762,RUA TAPAJOS 264 NVOA
400847,LINHA T 07 30 ALVRAA DO OESTE R0
780821,RODOVIA TRANSAMAZONICAaz 6 TRANdAMAZONICA
588550,RUA MAUA None JOAO EDUARDO II
909751,BECO AJURICABA 257 DUCANDOiS
53585,RAU IJAD DID 2527 RESIDENCIAL PARQUE BRIZON
669305,RUA CORONEL BRANDAO None RAIMUNDO HERMINIO DE MELO
715190,RUA TAMOATA 644 MACAXEIRAL
359743,RûA JUCELINO KqUBTSHECK 2565 CENTROC ENTRO
4592,RUA PIAUI 3009 ISABEL
811782,RAMAL MURAChPUZINH0 27 MUIRACUPUZINHO
1092046,RUA ENCARNACAO 195 CIDADE DE DEUS
262506,RUA GREMIO 3473 LAGOINHA
535285,RIO JURUA 14 NAZRAE
625885,TRAVESSA TRAVESSA ESCALA 92 NOVOu HORIZ0NTE
1024874,RUA C NOVE 1766 JAPIqIM
643407,RAMAL PARANA DOS eOMURAS 41 POCAPLA2
325717,dSTRADA BOM FUTURO None BAIRRO O
103687,AVNEIDA DUQUE DE CAXIAS None GiAJARA MIgRIM
598390,RUA RAIMUNDO FERREIRA 103 UNIVnERSTARIO
955878,RU 13 NVA CIDAED
522011,RUA DENI SAID 385 CBA
522873,RUA MUSfTAFA ALMrEIDA TOBU 139 çENTRO
778831,RUA PADRE LUIZ BERNARDES 2995 DIVINO PRANTO
1037244,RUA CENTRAL PARK 498 BAIRRO SqO FRANCISCO
1101534,COUTO COUTO FRANCISCO VALE RUA 75 PETROPOLIS PETROPOLIS BAIRRO
990857,RUA AMBROSIO AIRES 80 SAO JORhE
755815,VILA SAOP EDRO DA VILA LIRA 11 RIO SOLIMOES SOLjMOES
110188,RUA CEARA 2784 SETORq 01
1124304,RUA J 61 CORAOyDO
610611,RúA W ODIS 70 TUCUMA
548923,DEZEMBRO 25 RUA 1 DE 142 TzNCREDOm NEVES
162993,RUA SAO VICENTE 817 PARQiE SAO
234090,RUA EfATRIZ 8796 TEIXEIRãO
370704,AVENIDA BARAO DO RIO BRANCO 4336 CNETRO
136408,RUA CRUZEIRO DO SUL 2859 MARIO ANDREAZZA
652876,RUA ANTONIO NICAdIO TERXEIRAa 21 PISTA
371293,AVENIDA MAJOR AMAfANTE 3191 CENTd0
590819,RUA N ûM 86 TUCUMA II
36043,RODOVI hR 364 3 BR BR 364
331131,RUA CASTRO yALES 220 BãNDERANTES
742953,qRUA ANGELINA 373 PsRA 
710213,RUA GARCA BRANCA 158 PERIMETRO PERIMETRO URBANO
1152691,RUAM ANACAPURU 127 TANCREDO NEVES NOVA CONQUISTA
738575,BEIRAi RUA RIO 50 DO ARACA
1098407,RUA FERREIRA SOBRINHO 45 lETROPOLIS
910584,BECO APUI 55 ARMAzNDO ARMAzNDO MENDES
309319,TEIXERIHNA RUA 2058 MARCOS FREIRE
374088,RUA 0U AV TIRADêNTES 1287 SETOR PIONEIRO
33999,CATARINA SNATA RUA 4081 SETOR 05
266692,RUA ISRAEL 454 NACIONAo
89184,RUA PARANA 2115 bOVA ESPEANCA
126137,AVENIDA MONTE CeASTELO CASTELO 964 JARDIMD OS MIGRANTE5
835614,ATIADE EZANOR RUA 479 TERRA PtETA
762831,RUAR AIMfUNDO ELVIRA 111 NOSSA SENHOoRA DE FATIMA
846061,ODOVIA AyM 070 None TIRIRICA SAO COMUNIDADE JOAO DO
429383,RODOVIA BR364 None CANDEIAS DO JAMARI
1042682,RUA CINçO DE 5ETEMBRO 2 87 SAO RAIMUNDO
825475,RUA VINTE E E DOIS DE OUTUBRO 3566 FALACO
366975,AVENIDA PEDRO ALVARES CABRAL 5058 QUINTO BEC
277999,RUA LIBRA 1 11679 ULISSES GUIMRAAES
260733,RUA GERALDO SIQUEIRA 5534 ZONAe UL
186727,RUA MANOEL JOSE DA ROCHA 305 ALVORADA
1004970,RUA B DE MELO 204 PETRhOPOLIS
1039694,RUA CNíCO 35 JAIPIM
395629,LINHA LH 21 28 AAARS
238074,RUA CáBEDELO 2110 MâRCOS FREIRE
315012,RUA VERA 6058 IGARAPE
786936,RUAû ARARA 49 NOVO AMANHECER
284596,MIbUEL CALMON 2582 CALADdINHO
70214,RUA FERNANDO DE NORONHA 1581 CwENTRO CENTRO
325880,ESTRAD wDOS PERIQUITOS 9 SETOR RUwL
711454,AVENIDA JULIO TOA 635 PLpAO DO PIQUIA
812200,RIO PARANA DA ILHA GRANDE None COMUNIDADE SANAT ROSA
90985,RUA VALDA VIEIRA DOS SANrOS 2208 BAIROR JORGE TEIXEIRA
361480,AVENIDA 18 0U AFONSO JUA DE OLIVEIRA 5393 JARDIM
96601,AVENIDA DONALDO PEREIAR DO PATROCINIO PATROCINIO 3942 JARDIM DpAS ESMERALDAS
543917,DA ySINA 1179 CfARMICA
188938,RU TíRADENTES 116 A
223138,RUA GUIMARAES ALEXANcRE 2217 MATO GROSSi
27824,PIQUIA RUA 1553 SETOR 01
899431,AVENIDA URUCARA 321 CACHOEIpRNHA
623587,TRAVESSA CLAUDIO VIEIRA DA SILVA FILHO 89 ROSENO ROSENO
1094982,RUA ESTntELA DE DAVI 53 NOVO ISRAEL
787878,RUA DA CASTwNHEIRA CASTwNHEIRA 537 SAO OSJE
389643,RUA RUA CARIBAMBA None NOVOO IENTE
702510,RUA uJOAO CANDIxDO DE LIMA 441 COIMBRA
646456,RUA E 1510 AïRE LEITE 2
454565,SITIO BRINCO DA PRINCESA 1 LINHA 45
408242,VENIDz AYRTON SENNA 1271 SETOR 01
838109,MARCILIO DIAS RUà 1348 CENRO
757287,URA PROJTADA 982 CODAJAS
174485,LINHA MA 2 42 MACHADINHO DOESTE
234210,RU RIO 50 DEeMCAACAO
459114,RUA SAO PAULO 4773 CIDADE ALTA
212682,AVENIDA RIO DE JANEIRO 1842 AREAc
786792,RU ANAMA 157 NOVO
385054,RUA UMk MIL QUIENHENTOS E CINO 1827 CRISTO REI
914292,BECO C DOlS 32 CIDADE NOVA N16
881962,LExOPOLDO PERES 343 EDUCANDOS
846167,RaODOVIA MAONEL URBANO 61 jANACAPURU
802760,RUA JOAO VALERIO 1581 ARAUJO COSTA
820472,RUA MARIO ANDREAZA 659 CENTRO
658099,RUA SARGENTO SOUZA 816 VILA MILITAR
852937,AVENIDA ADALBERTO VALE 30 BETANIA
740853,AVqENIDA AVqENIDA CEARA None URUvú
378541,RUA JOSE ANçHIETA 5200 QUINTO BEC
1145406,RUmA LIBERTDAOR 580 NO5SA SENHORA DAS GRACSA
160924,RU APRESIDENTE VAGAS 1250 CASA PRETA
647512,RUA NNOATO JSOE 1036 NAIRELITE 2
605600,RUA TAMBUTAã 465 TAQAURI
61622,RUA DMO PEDRO I 1871 LIBERDADE
723875,RUpA PDERO COELHO None CANUM
899323,AVENIDA AVENIDA UIARPURU 104 COROADO
96151,AVNEIDA 269 CENTRO
335399,AVENIDA POyO VELHO 1601 CENTRO
664093,RUA RUA RIO TAtAUACA 106 SENADRO POMPEU
634103,TRAVESSA JOAO SAO 4 VITORIA
876056,AhVENIDA GfANDE CIRCULAR 2030 ARMAbDO MEyNDES
1128327,JsSANA 77 TARUMA COeMUNIDADE TARMUA
1024274,13 RUAC 556 ApVORAAD
272941,RiA JOAQUIM NAUBCO 1330 pAERAL
6002,LINHA 42 5 7 ZOAN RURAL
748515,RUA OLAVO BILAC 284 SANTAH ELEA
702367,TAPUDIMA EMILIO RUA 61 UMâRIAZL
35045,VAENIDA FLORIANO FLORIANO PEIXOTO 220 JARDIM EURrOPA
474658,AVENIDA GERAcLDO BARBOSA 924 ACRELáNDIq
92658,LNIHá 06 None ESPIGAO DO OESTE
1023489,RUpA 53 ICDADr NOVA
494354,AVENIDA VINTE E OIO DE SETEMBRO SETEMBRO 709 BAIRRO ESCOLA TECNICA
446487,ASSENTAMNTO PADRE EZEQUEIL RAMIN 5 12 GLEBA 09 SENrIDO FAZENDdA MIRANTE
517841,RUA VINTE E UM DE DEZEMBR0 1467 ZENAIDE PAIVA
573319,RUA FLAMENGO 425 LAERIA ALCANTRA
936722,BECO SAO JOAO 45 BAIRRO DA PAZ
342241,AVENIDA CAMOP GRzNDE 4125 BAIRRO OLIMPICO
1096395,URA F 12 ALVORADA
374969,RûA 1769 PARQUE IND NOVO TEMPO
153981,RUA SEzNA MADUREîRA 36 lRIMAVERA lRIMAVERA
729674,eUA AMAURIBERNARDINO 920 SAMUE1 sMARAL
386374,RUA PROFESSOR ULISaES RODdIGUES 5481 BAIRRO JARDIM ELDORADO
1081877,RUA DOIS DE FEVEREIRO 5 SANTA ETELVINA
1093974,RjA ESPIRITi SANTO 108 SAO ANCICO
191384,LINHA 80 DA 17 14 JARU SENTIDO DA |INHA 17 80
1135144,RUA JOSE BRUNORO 20 SANTA SANTA ETELVINA
609948,RUA VIST AALGERE 175 EXPEzRIMENTAL
574520,RUA FRANCISCO C. FREITAS 205 CADEIA VELHA
290071,RUA PApHETEIROn None AMRIAN
844728,COMUNIDADE NOSA SENHORA PERPEyO SOCORRO 42 PARANA DO IAUARA
1053709,RhUA D 1 RESIEDNCIAL PONTA NEGRA NEGRA 4
757831,RUA $ETE DE SETEMBRO 101 CODAJAS
325212,AVENIDA 6 None NOVA MUTUM
681432,uESTRADA ANORI None AmNORI AmNORI
850441,ALAMEDA ALBANIA None PONA NEGRA
839832,RUA RAIMUNDO DIoAS 1982 LIBERDADE
909908,BECO ALFREDO NASCIMENTO 9 DISTRITO INDUSlTRIAL 1  E2
433635,AVENIDA GALO DA DA SERRA 1243 5ETOR 03
734373,RUA MAGARIDA 283 NOVO HORIZONTE
919282,BECO EDUARDO RIBEIRO 70 ClHAPADA
386722,TRAVSSA D 4897 VISTq
689706,PEREIRA RUA FERNANDO SOqRES 450 NOVA CIDADE
