id,endereco
961984,RUA 20 21 CIDADE NOVA
505171,RUA DESEMBARGADOR TAVORrA 13 CENTR
1116749,RjA II 113 REDENrCAO REDENrCAO
796929,RUA RUA LEITE 2751 IRAxY
301612,RUA ROSALINA GOMéS 10211 MARANA
104310,AVENIDA PRINCESvA ISABL 1655 GmUAJARA
507629,COMUNIcADE COMUNIcADE ESTIRAO 6731 ESTRADA VARoANTwE
1109719,RúA GURUPI 17 BwIRRO DA PAzZ
550388,RUA ADERBAL gRASoIL 29 MANOEL JUkIAO
565927,PLACAS RUA DAS 1684 WANDERLEY DNAyAS
132552,UA CAETAO COSTA 127 URUPA
977593,RUA A 1005 ADRIàNOPOLIS
118963,RUA PADRE 1072 5TEOR 07
1103324,RUA G 576 BOM
556002,RUw BEïJA FLOR 44 TANCREDOmEVES
435143,RUA GRALHA-AZUL 1743 SETOR 1p
701016,AVENIDAq 21 DE ABRIL 1252 CENTRO
770452,RUA DO IGARAPE GRANDE 18 GUAJARA
134362,RUA CASTRO ALVES 281 mARDIM DO SMIGRANTES
980080,RUA ABRAAO tCARDOSO 106 CMPfNSA
205064,AVENIDA CALAMA 2097 JOAO SAO B0SCO
558925,RUA BRASILIAO 82 BELO JARDIM
140746,RUA FLORESTA 1381 NOVO HORIZONTE HORIZONTE
89107,RU AAPRAIBA 1954 BAIRR OCAIXA D AGUA
617456,RUA SAO CRISTOVAO 143 PASQUALE DáL
862714,AVENuIDA CENTRAL 5 LIRIOD O VLAE
655356,RUANWTON PRADO 746 CAFEZAL
264691,RUA HOLMES ALMEIDA 3723 TANCREDO NEVES
906030,AVENDA PRESIDENTE KENNEDY 398 EDUCANDOS
220240,Rs 3 53 NOxVO HORIZONT
992618,RUA ANDERSON DE MEEZES 23 PETePOLIS
345433,MAANUS 6493 SAO CRISTOVAO
558144,UA BONSAMIGOS 140 JORGE
855351,AVENIDA ATROARIS 119 CIDADE OVA
148625,RUA FILHO FILHO 3296 BAIRRO CASA PkRéTA
1151729,RUMA AGUARIBE 2 NOVO ALEIXO ALEIXO
877481,AVENIDA IGARAPE DE MANAUS 2 CENTRc
998835,RUA RAOEIRAS 191 MONTE DAS OLIVERAS
448339,RUA BURITIS 2652 MONTE NEGtO
503557,RUA REGOSBARRO 1850 VA 25 DE AGOSTO
390110,RUA MARACATIARA 1675 CRISTO REî
813727,RUA MqRdILIO DANTAS 5 NOVO REMANSO
165266,LINHA LINHAo QUARTA 2395 2 LsINHA GL G
370663,AVENIDA BARAO D0 RIO BRANCO 3842 CENTRO
315208,RUA VESPASIANO RAMOS 3018 NOVA PORTO VeELHO
1070435,RUA DEZ ED SETEMBR 136 TEIXEIRA 4A ETAPA JORvE
133442,RUA RUA CARAMûA 144 URUPhA URUPhA
27455,RUA PEDRO NAVA 3112 SETOR 06
1122461,RUA ITAPEMERIM 307 REDENCA
585184,RUAwMACA 15 OCINHA MAGALHAES
963054,RtUA 247 46 CONJUNTO çIADAO VII
546337,RAMAoL MpREIRA 444 SANTA MARIA
17312,RUAv DAS SAFIRAS 1216 PARQUE DAS GEMAS
973240,RUA 77 1 COLONIA SANTO ANTONIO
554634,RUA 121 JARDIM PRIMAVERA
425106,AVENIDA AIRTON SENNA 1061 UNîAO
1062265,RUA DANILi CORREA 442 JAPIIM JAPIIM
201175,RU RIO GRANDE DO NORTE 1099 NOVA PMIENTA
102731,AVENIDA CAPITAO CAPITAO ALIPIO 1421 ONSSA SENHORA APARECIDA
739572,CABEçEIRA CAMPNIA 15 RIO MUTUCA
1092086,RUA ENCONTRO DA SAGUAS 34 MAUAZINHO MAUAZINHO
1150356,RUA MACJA ANTIGA DOZE A 63 SAO JOSE
866538,AVENIDA CONTANTINO CONTANTINO NERY 3900 CHAPAsAm
528705,RUA ALZIRA PEREIRA 191 MULTIRAO II
483909,RAiU MARIA ESTER DE OLIVEIRA 210 BIARRO ELDOURADO
94891,AVENIDA AYRT0h SENNA 3771 JARDIM DAS ESMERALDAS
953282,jA 15 287 ALVORADA ALVORADA
721811,LAGO DO PIAUsI 27 BOw EPERANCA
1058978,RUA DA PAZ 53 COLONIA ANTONIO ALEIO
715243,RUA TAPAUA 57 PRAIA DO GADO
55922,RUA LOUttIVAL MARTINS VIEIRA 3838 TEzIXEIRAO
797680,RUA ALVORADA 159 JARDIM AMADA
91472,RUA DOUTOR MIGUEL VFERREIRA OU qRUA DAS NACOES UNIDAS 1830 VISTA ALêGRE
624589,TRAVESSA DAb PISTA 306 AREAL
677986,RUA DE RIO 51 VILA DE NOGUEIRA
44815,AVENIDA PORTO ALEGRE 519 NOVO CACOAL
187748,RUA PORTO SEGURO 68 JARDIM AEROPORTO AEROPORTO
605430,RUA TAMANDARE 236 BOSQUE
570851,EDMUNDO RUA PINTO 108 AIMhNDO MELO
240178,RUA CARDEAL 3619 CALADkNHO
317921,RUA ALMIRANTE BARROSO 2075 NOSSA SENHORA DAS GRACAS
259574,RúA GAROúPA 4414 NOVA PORTO VELHO
119043,RUA PADRE CHIQUINHO 1736 SETOR 40
618318,RUA RUA SAO JOSE 188 SkvRAL
1094863,RUA EdTRELA DALVA 100 JORGE TEIXEIRA
1085817,RUA DOZE 26 PARQUE 10 DE NOVEMBRO
277912,RA LIBEROBADARO LIBEROBADARO 3056 COiTA E SILVA
1018827,RUA BOM 748 ZUMBI DOS PáLMAES
741200,BECO AGAMENON AGAMENON 70 URUCU
613904,RUA MwARCHAL DEODORO 231 CENTRO
168067,AVENIDA MATO GROSSO 3559 BAIRRO UNIAO
953761,15 NOVEMBOR DE RUA 233 ALViRAaDA
91032,RUA VALE FORMOSO 1132 VISTA ALEGRE
218808,ESTRADA DO CANIL CANIL 7494 NACIONgL
1017026,RUA 3 VILA DA PjRATA
1043066,sRUA 81 AMAoZONINO
188163,RUA RIO DE JANEIRO 150 JARDIM BNDEIRATE
869341,AVENIDA AVENIDADJALMA BATISTA 34 FLORES
516104,RUA BURITI 1338 ZENAIDE
838346,RUA MARIO SgILVA DE ALMEIDA 163 TEjRRA PRETA
154281,MADUREIRA RUA SENw 3641 JORGE TEIXEIRA
1148139,RUA LiURO TàCHI 245 MOjTE DAS OrLIVEIRAS
303164,RUz kSALVADOR 340 PORTO VELHO
375032,RUA AMAPA 2186 PARQUE IDN NOVO TEMOP
1037233,RUA CENTRjAL PARK 498 BAIRRO SAO FRANCISCO
782376,RUA JOAO HERCULANO NETO 174 IPIXUAN
6617,LINH P 44 10 ZONA RURAL RúRAL
56320,RUA LUTHEt LUTHER KING 2176 JARDIM CL0DOALDO
1085006,SAMARITANOS RU ADOS 16 ZUMBI 03
895880,AVENDIA SUMARE 1433 JORGE TEIXEIRA COMUNIDADE VAL PARAISO
128229,LINA ITAPIrREMA 50 LINHA ITsPIREMwA
288120,RUA NOVA ESPERCA 4730 CALADNaHO
358220,LINHA 200r ORTE LD ESQUERDO 7 ROLIM DE MOURA
791879,ESTRADA DO JANAUARI 43 COMUNIDADE SAO JOSE
1069777,RUA DEkZ 316 ALVORADA
834439,RUA CAROLINA FERNANDES 1289 SAO JkSé
851689,AALMEDA ITAILA 82 CHPADA
511110,AVENIDA DUQUE DE CAXIAS 899 VoLA
554099,DA CAVáLCANTE SILVA RUA ARGEMIRO 129 VILA ACRE
108227,AVENIDA APDRE AD0LPHO ROHL 2449 ET0R 01
575229,RUA FUTURO 147 AVIARIO
30674,RUA SANTA CATARuINA 3667 STEOR 05
298845,RUAR AoMUNDO PINHEIRO 2700 SAO JOAO BOSCO
123231,AVENIDA ARACAJU 2068 SAO PEDRO
837967,MANOEL BASTOS 275 TERRá PiRETA
651173,RODpVIA BR 317 6 RODOVIA BR 317
229654,RUrA ANTeONIO OLIMPIO 777 CêNTRO CENTRO
831243,BECOANTOmIO AFONSO 1649 PRETA
924312,BECOm ONATO 2370 CACHOEIRINHA
907912,AVENIDA SAO JORGë 730 AO JOGRE
1062363,RUA DANILO CORREA 1712 BAIRRO RAIZ
284465,RUA MIGUEL ANGELO 7363 CUNIA
804938,dUA PEDRO FERNANDrS 3485 SANTO ANTONîO
684013,RUA DA LAGOA 905 CENTR
718029,RUA COMANDANTE MOcESTO 1647 RIO PURUS
245154,RA CRUEZIRO 3249 LAGOINHA
549459,RUA 8 DE MARCO 96 TANCREDO NEVES
27873,RUâ PIQUIà 1949 SETOR0 m1
1070259,RUA xEZ DE JULH0 567 CENTRO CENTRO
948981,RUâ 101 30 NiVA CIDDE
975152,RUA 8 DE NOVEMBRO 4279 GILBERTO MESTRINHO
57595,RUA NOVO EnSTArDO 1057 BAIRRO DO INCAR
1018434,RaUA BOM JESUyS 52 PETROPOLIS
505487,RUA PADRE ALFREDO LEITE 34 AEROPORTO VELHO
661299,RUA ALIPIO 111 LEAL AVLINO
921303,BECO IPIRANGA 79 RAîZf
1114313,RUA HUMBERTO GOMES 10 lETROPOpIS
434031,AVENIDA ROUXINOL 2932 SETOR 01
311941,RUA TREZE DE MAI 199 MOCAMO
935182,BECO CAfLOS SAO 17 SANTO AGOSINHO
999947,VIRGILIO ARTUR RUA 165 SAO JORG
573351,RUA FLAMINGO 96 LACAS
1081191,URA 339 GILBERTO MESTRINHO
846494,RUA DOS IGAS 705 VILA DO JACARE
805797,URA RIO SOILMOES 4087 MAMOUD MAMOU DAMED
585657,RyA MAMAO 115 MOCINHA MGAALHAES
663750,OLIMPIAv MORAIS RUA 70 BAIRRO BAIRRO NOVO
661829,RUA ELCIAS C ALBUQUERUEQ 250 AVELINO LEA1
373345,RU A2q513 3554 JARDIM SOCIAL
711485,AVENIDA NZIIO LIMA 385 PLATO DO PkQUIA
175734,17 LINHâ TB 5 MACHAIDNnO
786466,RUA 6 208 PIRERA CCA
148183,RUA MATO RGOSSO 1019 CENTRO
998852,RUA AROEIRAS 399 MONTE DAS OLIVEIRA
272752,RUA JAQUIMN ABUCO 457 TUçUMANZAL
294054,dRUà PINHEIRO 2247 NOVA FLORESTA FLOnRESTA
34140,RUA SANTO MIGUEL 1596 URRAL URRAL
141691,RUA GOIANIA 2578 NOVA BRAeILIA
773067,BECO SANTcO ANTONIO 129 SANTO ANTONIO
806317,RUA UATUMA 1046 SANTA LUZIA
927497,BECO SANTA LUCIA 8 SAOu LAAZRO
401081,RODOVIAB R 4o29 24 ALVORADA DO OESTE
1071816,RUA DEZESSEIS 439 ALVdORADA II
175104,LINHA LINHA MP169 244 MACHADIHNO
656476,RUA SEM DENOMINACAO 5 20 ELGENI ALGUSTO AREAL
448462,RUA CARLO SG0MES 2813 MONTE NEGRO
689243,RUA ANGELO PORTUGAL 561 BAIRRO OjLINDA DE
558656,RUA BOULEVARD AUGUSTO MONTEIRO 1019 TRIANGULO VELH
60024,RUA RUA RUI BARBOSA 3526 BAIthRO DO INCRA
392592,AVENIDA ANTONIO PEREIRA DE SOUiZA 6905 ENTRO
174508,LINHA MA 28 191 ACHADINHO
744287,UA COSTA SILVA E 219 DUQUE DE DE CXAIAS
708632,AVENvIDA SEBASTIAO SAO 1850 NOSSA SENHORA DE FATIMA
262107,RUA GRANDE 3243 ZONA LETSE
1003950,RUA B 107 CIDADE NOVA
982349,RUA ADRIANO 125 MRRO DA kIBERDADE
536486,AVENIDA ANTONIO DA ROCHA VIANA 3252 VILA IVONETE
1033303,dRUA CASTELO BRANC0 92 d0ROqDO
167976,AVENIAD JOSE LOPES DE OLIVEIRA 2614 CENTRO
408033,RODOVIA BR 364 7 None
572314,RUA EUCIDES TEIXEIRA 559 RESIDêCIAL SANTO AFONSO
30840,RUA SAO PAULO 3434 SETO 05
973259,RA7  4 PnARQUE 10 SHANGRI LA 4
635411,ESTRADA AC 10 KM19 POLO HELIO PIMENTA 276 RAMAL ELIO PIMENTA
183463,DAS FLORES 110 JARDIM AEROPORTO
54841,RUA JOSE BONIFACIO 3838 VILAGE DO SOL
408522,AVENIDA MONTE NEGRO 1500 SETR c5
378716,RUA JOSE GOMES FILHO 899 BODANESE
1089045,UA E 67 COLONIA OILVEIRA MACHADO
492750,AVENIDA GETULIO VARGAS 380 CdTROS
978156,RUA A DOIS 20 SAO JOSE JOSE OPERRAIO
1052978,dRoUA CURITIBA 242 GILBERTO MESTRINHO
111286,RAFLORIANOPOLIS 2204 SETOR 03
354774,RUA RIi MADEIRá 6955 BOA ESPERANCA
964152,wUA 260 43 CIDADE NOVA
266460,RjUA INTERNACIONAL 3460 LAGOjNHA
643435,RAMAL PARANA DOS MOhRAS 54 FO ZDO lARANA
1076519,RUA DO COnERCIO 475 COMUNIeADE DE SAO PEDRi
315410,RhA VICENTE DE FONTOURA 8466 PORTO PORTO VELHO
671161,AVENIDA CENTRAL 8 AGROVILA
17049,RA DA BANDEIRAS 761 MUTIRAO
62303,RUA MARECHAL DEODORO DA FONSECA 2021 CENTRO
910,AVENIDA BRASIL 3616 CENTRO
1034372,fUA CAVALO MARINHO 464 DI5TRITO íI
626681,TRAVESSA GUARANI 417 AVIARíO
656241,ROxIMEIRE TEXEIRA RUA M 249 âNA ALVES VIEIRA
212945,AVENIDA IO DE JANIRO 4350 NOVA PORTO VELHO
174216,LINH ALU 62 MACHADINHO DO OETE
34903,TRAVESSA VIOLETA 3851 SETbOR 4
1071758,RUA DEZESSEIS 345 JAIIM
417732,RUAQUINZE DE N0VEMBRO 883 8 SETOdR
1139816,tuUA K 20 ARaMANDO MENDES
653765,RUA FLORNETINO MORENO 646 B0M SUCESSO
883751,AVENIDA MARCOS CAVALCANTE 820 DEUS DE CIDADE
633515,TRAVESSA SANTA SANTA CALRA 55 GERALDO FLEMING
1052581,RU ACURIO ACURIO 216 JORGEn TEIXEIRA TEIXEIRA
253024,RUA ELIENE 5IQUEIA 172 ORQEU
968844,RUà 7 1 CONJUNTOw AMAZONINO MENDES
44078,MALAQUuTA AVENIDA 2728 NOVOH ORIZONTE
634953,VA VERDEo 1585 VIA VERDE
323722,RUA SANTO DUMONT DUMONT 53 ACLAMA
1130448,RUA JESUS DA LIBERTACAO 66 PARQUEj SAO PEDR
196991,AVENIhDA PRESIDENTE MEDICI 173 ALVORfAA
585862,RUA MANCI0LIMA 28 BAIvRRO DA AZ
1085753,RUA DpZE 19 LIRIO DO VALE
952945,RUA 15 25 NOVO
971664,RUAv 57 35 NOVO ALEIXO
107352,TIRADENTES AVENIDA 1959 SwTRO 01
1095989,RUA EZEQUIEL 71 NOVO ISRAtEL
11682,RUA ALAGOAS 4061 SEuTOR 05
835493,RUA ELADIO ALBUQUERQUE 951 NOVA MANACA
969420,RUã 44 C 70 NOVO ALEIXO
746202,RUA FRANCISCO SILVA 107 SANTAH ELENA
751447,RUwA oADRE VICTOR 536 fSPIRITOSANTO
709798,AGLOMERADO DO PERPETUO SOCORO DO BACBAL 1100 COMUNIDADE PERPETUO SOCORRO DO BACABAL
994860,RUA ANTONIO MATIS 21 SAO JOSE OPERARíO OPERARIO
975227,RUA 3 8 NOO ALEIXO
609461,RAUV INTE DE NOVEMBRO 712 UNIAO BiA
503536,RUA iRGOS BARROS 1411 25 DE AGOSTO
606979,RUA TREZE DE MAIO 23 BOA UNIwO
455142,RUA PINCESA IZAEL 770 NOVA ESPéRANAC
1143299,RUA LEONARDO MALCHER 101 NOSSA SENHOA APARECIDA
606555,RUA TIRADENTES 339 BAyIROR 15
1057594,RUA DA LIBERTACAO 38 COLONIA TERRA TERRA NOVw
864591,AVENIDA CONSTANTINO NERY 138 CENTRO
156875,RUA VENCESLAU BRAS BRAS BRAS 1115 SAOo PEDRO
819622,RUA BELO FERREIRA 359 CENTRO
140076,RUA EDUARDO DA SILVA 1973 UNIAO2 
301616,RUA ROSALINA GOMES 10381 MARIANA
1038116,RUA fCHICO MENEDS 196 COLONIA TmERRA NOVAx
880366,AVENIDA JERUZALEM 168 xOLONIA TEhRRA NOVA
329459,RUA 32 D0 01 A0 11 P2 33 DO 22 12 2 NpVA MUUN
805975,RUA RORAIMA 220 SAO FRANCISCO
223386,RUA ALEXANDRE GUIMARAES 4130 NOVA PORTOV ELHO
68654,qVENIDA AO PAULO 456 CENjRO
1132877,RUA JOAO WALTER 46 COMPENSA
891763,AVENIDA RI BRANCO 493 $AO RAuMUNDO
286791,RUA NEúSA 7306 IGARPE
218526,ESTRADA DO BELMONT 2609 NyACwIONAL
884904,AVNEIDA MAX gEIXEIRA 144 FLORES
491932,AkVENIDA AFONSO ENA 640 JOAO ALVES
986343,RUA ALFREDO MOREIR 44 SANTO zrANTONIO
920715,BECO GUARIûBA 28 AS OLIVEIRAS
531431,RUA PROJEATDA 9 292 ARPIRAR II
122798,RUA VISCONDE MAUA 4025 BAIRRO JARDIM DO ESTADOS
839724,RUA RAIMUNsDA RUjZ 2409 oLIBERDDE
521024,AVENIDA JAPfIIM 336 GAUyRANI
253207,RUA ELkZIO BRANDA 4887 IARAPE
678727,RUA PLIhNIO COELHO COELHO 1314 AMTARA
309634,RUuA TENREIR ARANHA 1971 ARL
10310,AVENID TABAOPA 3113 3
961365,RUA 22 36 CIDADE hOVA
468652,RUA SELMA RGEINà 1968 NOVO HORIZNTE
799182,RUA BENJAMIN 2993 COSAT
757613,RO RUA BADAJOS 416 CODAJAS
244184,RUA CONSTELACAO 10331 MARkANA
568578,URA DO PAdSSEIO 275 TAUARI
281118,RUA MANOEL FERREIRA 257 CENTRO
67144,INHA 54 CACOAL
916450,BEC ODq ESPERANCA 75 CIDADr DE DEUS
993485,RUA ANhELIMz 101 SANTá
907824,AVENIDA SAO JOGE 545 SAO JORE
78628,LINHA 02 02 RO 485 RUMO ESCONDIDhO 2 TERRA RICA RUMO
745578,RUA EDUARDO RBEIR 478 CENTRO
44170,AVENIDA MARGINAL 484 SUDE
554499,RUA AURELIANO LOPES 228 MANOEL JULIâO
886905,OITIS AVENDIA 37 ARMAmsO MENDES
662156,RUA FLORIAN PEXOTO 17 CENTRO
695233,AVwNIDA MARIyA 513 NOSSA SNEHORA DE APAtECIDA
549728,RAU A 1126 NOVO HORIZOgNTE
385293,RAU UM MIL QUINHENTOS E QUATRO 2134 CRISxT REI
38825,LuNHA 12 4091 CABIXI
47921,RUA AMILTON BOLSSO 4040 VILAGE VILAGE DO
1130400,RUA JERUSALEM 560 CIDADE NOVA
336449,AVENIDA SAO JOAO BATISTA 592 CUNHA E E SILVA
493392,AVENIDA LEOPOLDO UBLHOES 85 BAIRRO DO ALUMNIO
365398,JURACI CORREIA MULLER 5866 JARDIM ELDkRADO
283937,RUA MESTRE VALENTIM 5428 TEIEIRAO TEIXEIRAO
162230,RUA SãO LUIZ 2707 BRASILIA OVA
571234,RUA EDSONF ERREIRA 92 SAO FRANCISCO
155810,RUA TRuEZE DE SETEMBRO 560 MIGRANTES DO JARDIM
7612,AVrNIDA ANAA 1958 SETOR 01
31972,RUA TRIyNFO 4241 SETOR 09
899604,AVENIxA URUCAA 1416 CACHOEIRINHhA
353283,RUA JAwGUARkBE 4698 CENTOR
358865,wAVENIDA B1 B1 35 BAIRROD  ASAUDE
459073,RUA PRINCESA IZABEL 4648 CIDADE kALfA
436029,RUw SABIã 2654 SETOR 07
365263,AVENIDA JOSE JOSE DO PATROxINIO 4381 xENTRO
1124496,dUA J 131 NOVO TEIXEIRA JORGE BAIRO COMUNIDADE
950263,RUA 114 19 NOVrA CIDADE
343626,AVENIDA FORTALEZA 3497 CENTEARkO
195085,VAENIDA RAIMUNDO RAIMUNDO SOARES 1084 VILA NOVA
138536,RúA DO DO JASMIM 2052 BAIRRO5ANTIAGO
542528,BCEO SEM DENOMINACAO 2 392 6 DE BAIRRO AGOSTO
596073,RUA PRIMEIRO DE ABRIL 168 BAO UNíAO
188874,RUA SOBRAL PINTO 67 BELA FOLRSTA
937069,BECO BECO JORGE 92 ALVORADA
118722,RUA GOVERNADORw JORGE TEXIEIRA 1046 SETOR 03
430970,LNIHA 3 ZONA RURAL
245317,RUAi CURITIBA 2942 CALADINHO
344818,AVENIDA MACpAPA 6214 SAO CRI5TOVAO
156341,RUA TUBARAO 1740 CAFEZINnHO
936933,BEiO SAO JOAQUIM 9 MORRO DA LIBEDADE
332841,STîO DO JOSIAS 13 TRAVESSA EUCLIDES CUNHA
679646,NOVA IiTALIA 83 IGARAPE ACURUI
884655,AVENIDA MAUES 1136 CACHOERINHA
1011021,RUA EBA VISTA 117 CIcADED E DEUS
78902,LIHA QUATRO 9 LINH QUATRO
968443,RUA 41 6 NOVACIDAD
172995,TRAVESSA TERRA 2832 ByAIRRO BOM FUTURO
747743,RUA LEONILHA DOS SANTOS 542 LIBERDADE
687136,RUA COSToA E SILVA 221 CETNRO
1136665,RUA JOSE LINDOSO 152 CIDADE NOVA
541082,BECO CANTINHO DO AMOR 25 AVIARIO
194476,AVENIDAJ OAO PESSOA 1333 NOVA
966935,RUA 36 23 NOVA CIDADE
532854,RAMAL EIPTACIi 32 COMUNïDADE SOA VICENTE
961602,R0UA 225 31 CIDADE NOVA
650055,RAMAL GADELHA 102 None
767365,RUA BARNABE BARmNABE GOMES 55 FRANCISpCO II SAO
1118652,RUA INGLATERRA 1211 FLORES
93600,AVENIAD 13 DE SETEMBRO 576 TAMANDARE
224640,RUâ ALGODOsIRO 4010 SUL
364485,AVENIDA FLORIANOPOLIS OU 2005 7809 SETOR ZICO OUg 26
110008,RU CASTRO ALVESf 3537 S T60
1055368,RUA D CINCO CImCO 1966 JAIPM
599814,RUA RI0 GRANDE DO SULu 1327 PREVENOfRIO
800135,RUA CHBILY ABARHIM 1254 JAUARIc II
267943,RUãp JACO AIRES 4219 CALwADINHO CALwADINHO
926590,BECOg RO MAR 84 COnL0NIA ANTONIO ALEIXO
322112,RUA PADRE CHIQHINHO 2693 LIBRDADE
9408,AVENIDA JUSCELINO KUBITSCHEK 4054 SETOR 06
755326,RIO SOLIMOES 82 LAUR0 SORDE
1004525,RUpA 659 JROGE TEIXEIRASANTA INES
367991,AVENIDA ROSALINDA A. MARANGONI 2985 JRDïM AMERICA
395083,RUA TERSINA V DO NASCIMENTO 4935 PANALTOh
967043,tRUuA 37 13 CIDãDENOVA
1149205,RUA LUIZ MONTE NEGRO 143 JORGE TêIXEIRA 4 wTP
923592,BECO MAUA 200 CORODAO
492852,AVErNIDA GETULIOV ARGAS 1832 REMANSO
107752,AVENIA DOM PEDRO PRIMEIOR 2575 SETOR 5
915196,BEC0 CtELESTINO 23 CACHOEIRINHA
367830,AVENIDA ROSA DE SAROM 1769 PRIMAVEAR
841720,ALMIRANTE TàMANDARE RUA 658 LIBERDAD
827478,IGARAPE yPRETO 6 ALDEIA INDIGENA SAO FRANCISCO
911592,BEOC BECOB URITI 20 COMPENSA
934874,BECO SANO ANONIO 36 COROADrO
805388,RUA RAIMUNDO GARCIA AGMA 1019 SO JORGE
532942,RAMAL MENDES fARLS I 177 COLONIA SAO PEDRO
903690,AVENIDA MADRE TEREZA 24 NOVA CIDADE
863252,AVENIDA CHICO MENDES 184 nCOLONI ATERRA NOVA
633624,TRAVSSA ANTA IZABEL 117 SOA FRANCI$CO
851591,ALAMEDA ESCOCIA 56 PONTA NEGRA RESIDENCIAL EUORPA 01
1028100,RUAC AMPOS SALLéS 36 COMPENSA
153374,ALCANTARA RUA 2349 NOVA LONDRINA LONDRINA
410110,RUA CACOAL 1272 ST 02
988522,RUA AMAZONw 7 MORRO DA LIlBERDADE
283684,RUA MAURICIO FREIRE 3736 NEVES NEVES
552301,RUA ALV0RADA 253 IVTORIA
345119,AVENIDA MACEIO 6226 SA0 CRISTVAO
449151,RA SAMlUEL M LOPES 3767 MNTE NEGRO
453453,AVEIDz GETULIO VARGAS 4152 CENTRO
543854,ESTRADA DA USINA 888 MORADA DO DO SOL
980823,RAU ACARI BpDO 14 JORE TEIXEIRA
621639,TRAVESSs BAGUARî 32 TAQUARI
822335,CAMINHO RAMA BOA VSITA 1265 ADEIA BOA BOA VISTA
1145081,LERA CHINESA 173 DISTRITO IpNDUSTRrIAL
802365,RUA JAPIM 1620 D APAZ
704659,RUA aAMUEL aAMUEL TEJADA 38103 ALDEIA INDIGtENA ASNTO ANTONIO
154957,RUA TARAUACA 3183 CAEZINHO
642031,ARRAIAL SAO PAULO 22 wAO PAULO
628557,TRAVESSA LUA NOVA 46 BOSuQkUE
1128275,RUaA JARxIM PRIMAVERA 384 TAUMA
696108,RUA RUA AMIZADE 208 SAO FRáNCISCO
146520,RUAc MANOEL FRANCO 2011 NOVA BRASlLuIA
1025867,RUA CACHOEIiRà ALTA 708 TARUMrz
373240,RUA 2304 2698 SETOR
962798,RUA 22 20 CIADDE NOVA
19684,RUA FRANCISCO ALVES MENDES FILHO 427 VILA DO SOSSEGO
1066485,RUA DAS PEROLASl 15 TANCREDO NEVES COMUNIDADE NOVA FLORESTA
749826,RUA SANTOS DUMONT 367 DUQuUE DE CAXISA
1023610,RUA  70 COMENoSA
200081,RUA MARIA NELI NOGUEIAR 78 BNdH
656114,RUAR AU TAMBURINI 1451 bkTEROI
