id,nome
94843,AVENIDA ANTONIOL UIZ DE MACEDO 5868 JARDIM DAS ESMERALDAS
538011,AVENIDA EPAeMINONDAS JAçOME 1123 CADEIA VELHA
995023,RUA ANTONIO PIZZONIA 419 DISTRITO INDiSTRIAL 1 E 2
453345,LINHA TERCEIRA EIXOSETE E A OITO 4 OITO SETE LINHA A ENTRE A E
359743,RUA JUCELINO KUBTSHECK 2565 CêNTRO
394066,AVENIDA HORIZONTf 1670 NOVA DIMENSAO
57119,RUA MARTINnS PENA 888 PARQUE OFRTALEZA
737814,RAMAnL SAO PEDRO 17 RAMAL DO MAMURI
635931,ESTRADA TRANSACREANA KM 55 None KM 54
1101764,RUA FRANdISCO DUART 2 JAPIIM
360464,oNIHA 184 29 ZONA RURàL
956334,RUA 18 DE AMRxO 151 IGLBERTO MESTRINHO
923822,BECO MOSSORO 5 SAO FRANCISCO
1092075,RUAE NCONTRO AS AGUAS 20 MAUAZIbHO
1148856,RUA LUI ZANT0NY 980 CENTRO
848091,RUA MANOEL PIENA 24 CENTRO
716940,RAMAL PORTO ALONSO LINHA 5 61 LINHA ALONSO 5 PORTO
708400,JANEIRO E AVENIDATRINTA DE UM 1580 NOSSA SENHORA DE FATIMA
860804,AVENIDA BURlTI None IDSRITO
755171,RI SOLIMOES 28 NOSSA SENHORA DE FATIMA
480646,AVENIDA MARINHO MONTE 259 BAIRRO ELDORADO
1078217,RUA DO ROSARO 64 BETANIA
322712,PASTOR EURICO ALFREDO NELSON 1621 AGENOR M DE CARVALHO
39169,ODOVIA RO 370 2 CABIXI
840011,R1UA RAIMUNDO PACHECO TELLES 1293 SOA JOSE
707338,RIO LAGO DO ACADO COM RImO PURUS None LAGO DO ASCADO COM RIO PURUS
315212,RUA VESPASIANO RAMOS 3049 NOVA PORTO ELH
627045,TRAVESSA IPE 35 SANTA INES
858421,AVENIDA BOA ESPERANCA 12 NOVA ESPERANCs
1104445,URA GAILLEIA 69 NOVO ISRAEL
912492,bBEC0 BETEL 522 MAUAZjHO
709531,RUA SAO SëBASTIAO 1213 BAIRRO SAO SEBASTIAO
772841,BCEO DO GARCAI 304 NOSSA SENHORA DO CâRMO
150853,RUA PORTO ALEGRE 611 SAO FRANCICSO
204587,AVENIAD AVENIAD BRASILIA 2236 QUILMETRO UM
353515,RUA JAMàRl 3652 PLqNALTO
214770,AVENIDA SETE DE SETEMBRO 6846 CUNAuI
25187,MEXICO RUA 1083 SETOR DnEZ
808630,RUá VEREADOR ADOLFO OLIMPîO 3332 ãRAUJO COTSA
101523,AVENIDA ROCHA LEAL 828 TAMANDARE
649162,TRAVdESA JOSE ALVES 790 EDILO RODRIGUSE
1007629,RUA BARREIRINHA 6 SAO JOSE 1
160834,dUA PRESIDENT EJOAO BATISTA FIGUEIREDO 55 BAIRRO SANTIqGO
216200,BECO AFONSO 223 MATO GR0SSO GR0SSO
1096011,RUA EZEQUIEL 79 NOVO ISRAEL
303463,RUfA SAMUéL FREITAS 3730 B CONCEICAO
856675,AVENID AVENIDA B 24 ALVORADA I
888789,AVsNIDA PERIMETRAL II 16 PARQUE DEZ DE iVEMBRO
1004742,RA B 32 813 AwLVORAA
259503,RUA GARBIM 7544 JUSCELINO KUBITSCHEK
159323,RUA DOUORT OSVALDO 2036 RPIMAVERA
405757,RUA RIO JAMARI 2816 A|TO PARAISO
830220,AVENIDA JOAO XXIIlIm 1044 SAO FRANCISCO
79665,AVENIDA GOVwRNADOR JORGE TEIEXIRA None CETRO
963510,RUA 25 DE DEZEMBRO 384 NOVA VITpRIA
882899,VAENIDA LORIS sCORDOVIL 47 ALVORADr
709992,FAZENDA ESTREkTO DO MASSAUARh None ESTREITO DO MASSAUARI
731727,RA DUQUE D ECAXIAS None NOVAREPUBLICw
269080,RAU JANAUR 2887 fELETROyNORTE
108652,RUA AFONSO JOES 1395 SETp R07
1116517,RUA IGARAPE DO QUARENTA 257 DISTRITO INDUSTRIAL 1
258790,RUA FRANCkSCOM ANOEL DA SILVA 6378 AoONIA
558764,RdUA BRASILANDIA 86 JARDIM BRASIL
154494,RUA SURINvAMd 94 JARDuM DAS SERINGUEIRàS
329589,RUA 35 8 N0VA MUTûM
1116313,RUA RUA IGRAAPE DO 40 65 DITRITO INDUSTRIAL
999527,RUA ARTUR NETO 11 SAO JkSE OPERARIO
490636,RApMAL CAMPO ëSPERANCA 3 CAPIXABA
970877,RU qA5 2154 ALVORDA
1005781,RU A1B 30 CIDADE NOVA
1113040,RUA HUASCAR DE FIGUEIREDO 1088 CENTRO
338054,RUA OTAVOI RODRîGUES DE MATOS 2188 CûNHA E ILVA
332087,RUA REI PELE 1038 UNIAO BANDElIRNATE
366017,LILIANA GOjZAGA 1284 BELA VISTA
993357,RUmA ANELIM 25 JOREG TEIXEIRA II ETAPA ETAPA
1009014,RUA eBARj 34 JORGE JORGE TEIXEIRA
642919,AMAL DA UNíAO 29 RODIGUES ALVES
76883,RUA RUA MARNAHAO 4118 SA OJOSE
764403,RIO JURUA LADO ESQUERDO None MIRITI
343535,AVENIDA FLORIANOPOLIS 6370 INDUSTRIAL
1107396,RUAy GRADIéNTE 27 ARMcADNO MENDES
852108,ALAMEDA SANTOS DUMONT 15 BAIRROeA PAZ
975380,RUA 89 42 NOV OALEïXO
781711,AVENIDA VARCY HERCULANO 71 IPIXUNA
758949,COMUNIDADE TALMII 7 PARANA
365635,AVENIDA LEOPOLDO PêERS 3348 CdNTROm
769416,RUA MARECHAL RONDON 82 ASO I FRANCISCO
445049,RUA GOIAS 2970 xENTRO
748151,RUA MARIA GOES 158 UUUC
899446,AVENIDA RCUARA 321 CCAHOEIINHA
680811,COMûNIDADEk SAO PAULO None PARANA fO
981386,RUA ADAILSON LOPES 213 SANTA ETwELVIN
315468,RUA VICENTE FOTOURA 9082 SAO FRANCISCO
864336,AVENIDA CONSTANTIN NErRY None çHPAADA
358615,RUA AkNTONIOS ANTANA 3167 None
507199,AVENIDA RIO JURUA 648 MIRITIZAL
141373,RUA GARDENIA 2755 BAIRR SANTIAGO
1062780,RUA 46 pCOROADO pCOROADO
245328,RUâC URITIBA 2992 CALADNIHO
851396,ALAMEDA DA ExPRANCA 22 OSSA SRA DE FATIMA
202816,ESTRADA LINHA 50 3436 LIfNHA 50
67747,RODOVIA BR 364 86 BR 364
761973,RUA JULIETA ALBUQUERQUE 171 SATNO ANTONIO
713218,RUAvC ANAA 298 PRAIA DgO GáDO
926696,BExO RIO NILO 7 SAO ANCISCO
395367,LINHA 2 LADO DIREITO 11 RUA MACARAjsUBA
418943,LINHA 140 NORTE 10 HORIZONTE
1144950,RUA LESTE 37 MAUAZINiHO
578681,RUA ITAPOáNg 534 fCONQUISTA
935221,BECO SAO CRISTOVAO 5 ZUMBI DOS PALMARES
14226,RUA BRUSQUE 4965 ONE
954255,155 5 CIDADE NOVA
613649,RUA MAJRO LADISLAU FERREIRA 1024 ABRAAO ALAB
544861,ESTRADA DO CALAFATEl 5642 BAIRRO SAO MIGUEL
1002517,RUA AYRES DE ALMEIDA 100 BAIRRO RAIZ
376543,RUA COSTA E 5lLVA 542 CENTR
787103,RUAB None JOeE SAO
920333,BECO GERIM 5 AMAZOINNO MENES
689037,R UA3 DE MARCO None BAIRRO SANTA LUZIA
817410,RIO JAPURA CANAVIAL 1 1 CANAVIAL 1
312167,RUA TREZE DE SETEMBRO 1353 AREjAL
1140378,RU KOBE 24 PARQUE DEZ DENOVEMBRO
883425,AVENIDA MANICORE 174 CCHOEIRINHA
753190,COMUNIDADE SOA LAZARO 20 DA BOCA DO SOC C0DAJAS MIRIM
1063913,RUA DAS ESMERLDAS 773 TANCREDO NEVES C0MUNIDADE NOVA FLORESTA
258171,RUA FRANtCSCO BARROS 6996 IGARAPE
172071,RAU PIAUI 3221 jCENTRO
317287,MeAIA WILMAN RUA 5994 PONIA
678554,RUAJ OSE EUFRAZIOF ILHO 274 AMATURA
602148,URA SAO JOAO 118 DEFESA CIVIL
323425,RUA RUA SANTA LCARA 2794 FLODOA|DO PONTES PINT
311604,RUA TRES E MEIO None FLORESTA
8041,AVENIDA CANDEIAS 2326 SETOR 03
249736,RUA rO JERONIMO SANgANA 3545 CASTAHNEIRà
1124178,RUA J 37 ARMANDO ARMANDO MENDES
82964,RUA SD 2585 STEOR 001
416403,LINHA C 22 51 BUIRTIS
787980,RUA DAS nANGUEIRAS 55 COMUNIDADE DO ARIAU
11520,RUA ABEL dOUTO 2909 SETOR 08
1017832,RUA BO MJARDíM 10 NOVO ISRAEL
73802,GUAPORE 4743 SAO JOSd
1007697,dUA BAREIRINHA 19 mSAO JOSE 1
919984,BECO FLMAENOG 106 PETOOPLIS
254405,RUA ERVA CIDREIRA 2673 ZONA SUL
763902,TRAVESSA ULIO MARINHO MARINHO 30 NOSSA SfNHORA SfNHORA DO PERPETUO SOCORRO
384355,RUASETECENTOS E TRINT E SETE OU ERMILINDO BATALHA 1060 CIRSTO REI
770486,RUA EfSON HêRCULANO None GUAAkRA
40339,AVENIDA BRAíSL 1105 LIBERDADE
676109,RUA LAZARO DE SOUZA MEIRELES 223 SAjO FRANCISCO
224349,RUA ALFREDO SABINO 5467 TEIXEIRAO
919201,BECO DOZE DE OUTUBRO 16 C0ROAO
872341,AVENIDA EFIGENIO SALES 1224 ALEIXO
462650,LIbHA LIbHA 14 22 LINHA 14 KM 1 SUL
294962,RUA PITICA 435 BF LORSTA
958046,RUA 2 12 COROAs
913042,BECO BOM JESUS 1 SANTA ITEkIVNA
521337,AVENIDA JAPIIM 6161 GUARANI
506171,TRAVESSA CIS 40 CENTRO
544938,EgSTRADA DO SOL SOL 70 TAQUpARI
439663,TRAVESSAO 625 A 623 PRIMEIRO 35 OhA RURAL
433628,AVfNjDA GALO DA SERRA 1157 SETOR 03
1113099,RUA HGUO Dé ABREU 16 COROADO
853798,âVENIDà AJURICABA 1008 CACHOEIRINHA
1128957,RU AJwVARI 11 COLONIA TERRA NOVA
1117026,RUA ILHAS MARQUESA 69 BàIRRO DAP AZ
1075889,RUADO CAMlO 592 NOVO ALEIXO
1124366,RAUJ  71 SAO iOSE ObPERARIO
429330,RODOVIA BR 364 1470 aALSALITO
1119495,RUA IPIXhNA IPIXUNA 368 CENTRO
63644,ANTONIO ASNTO RUA 1652 BAIRRO SANTO ANTONIOf
700466,RUA RUA BENJArMIM 91 ALEGRE
668110,RUA GUILHEMRE FERREIR 796 RAIMUND HERMNIO DE MELO
149142,RUA MONOEL RFANfO 3408 BAIRRO NOVA BRSAILIA
568619,RUA DO PASSEIO 426 TqQURI
178527,RUA BAROA DO fIO BRANCO 5092 SETOR 15
291477,RUA PAULO ORTES 6450 PORT0 VELH0
1046867,RUA COMENDADOR JG ARàUJO 1518 SANTO ATONIO
957053,RUA 19 20 JARDIyM MAUw
1019497,RUA ORBA 49 TANCrREDO NEVES NOVA CONQUISTA
794537,AVEINDA MARIO ANDREAZA 801 JAUARI I
625339,DO MERCADO None vAIRRO 5
1095883,RUA EZEQUîEL 10 bOVO uSRAEL
252420,RUA EDUAROD LIMA SILAV 1521 AGENOR M DE CARVALHO
283410,UR AMARMELO 12366 ARAGAO ARAGAO RONALDO
919195,BECO DOZE DE OUTUBRO 9 OCORADO
1105702,RUA GILBERT0 cMESTRINHO None COMPENA
61134,RUA RUA ALMIRANTE BARROO 2123 NOVk HORIZONTë
598312,RAIMUNrO RUA COELHO 78 çAEDIA VELHA
263359,RUA GUARUJA 4528 CALADINHO
777012,RUA NORDESTINA 1244 SAO CRI5OVAO
800153,RUA CIGANA 97 DAP AZ
669107,RAU VINTE DE JANEIRO None PANTANAL
1102541,RUjA  None NoOVA CIDADE
319522,RUA DO PEDRO II 2158 ONSSA SENHORA DAS GRACAS
1123968,J RUzA 11 SAO JOSE OPERARIO
993181,RUA NDORINHA5 723 CIDADE DEk DEUS
968460,RUA 41 12 CIDADE NOVA
864510,AVENIDA CONSTANTINO NERY None CHeAPAD
180592,AVENIDA GONCqLVESD IAS 2772 JARDIM AERpPiRTO
217026,BECyO BECyO NONOIA 3852 COSTA E SILVA
903582,AVENIDA GkVERNADOR AMAZONINO 228 SANTA ETELINAx
1140821,UA L 29 JORGE TEIXEIRA BAeIRRO NOVO
1028925,RUA CANDIDO HjON0RIO 94 ALVORADA
659338,RAMAL DwO 17 4 CqCIRIAN
32520,RUAUIRAPURU 1140 SETOR 2
1126655,RUA JANAMBA 304 JORGE TEXIEIRA
583429,RUA |EONORA E MORAIS None BAIRRO BELO JARDIM 2 RESIDENCIAL SANTO
960317,URA 211 23 NOVA CIDADE
990223,URA 1090 MCPENSA
372918,RUA 2012 OU PALESTRA ITALIA 2482 aSEOTR 26 OU SETOR ZICO
999840,RUA qRTUR qRTUR REIS 554 SANTO ANTONInO
876127,AVENIDA GRANDE CIRCULAR 2950 ARMAmDO MENDES
108535,RUA RUA ADALuBERTO DA COSTA GADELHA 3199 SETO 06
72939,RONDcONIA 2188 CENTRO
308121,RoUA TAMAREIA 3057 ELETRONOTtE
371730,AVENIDA AVENIDA MAERCHAL RONDON 4034 CETR0
101848,AVENIDA SERINGUEIROS 1996 GUAJARA MIRIM
81764,AVENDIA GUAPORE None SETxOR 0009
693202,RAMAL CURURU 850 RAMAL DO CURURU
580332,RUA JOAO NASCIMENTO 101 ADALBERTO SENA
753678,IGARAPE D OSALSA 7 SALSã
657432,RUAMAJOR JOAO iCANCIO 563 lCAFEZAL
370504,AVENIDA BARAO BARAO DO RIO BRANCO 2560 CNETR
930889,BEçO SBRIEDADE 63 TANCREDO TANCREDO NEVES
866576,AVENIDA CONSTANTINOPLA None PLANALTO
715904,TRAVESSAr5 30 PeAIA DO GADO
946723,RUA 08 22 SAOJOE
199064,RUA GUAPOR None kJARDIM DsAS OLIVEIRAS
296596,RUA PROCOPIO FERREIRA 2273 POeTO
1100745,RUA FORTALEZA 285 CIDAD NOVA
820768,RUA RUA RI MUTUM 120 CENTRO
328464,RIO MADEIRA 11 gLHA NOVA
437456,AVENIDA CACAULANDIA 214 DISTRïTO
258643,RUA FRANqçISCO MANOEL None APkNIA
38747,kINHA 11 10 CABIXIc
88226,RUA ITAPORANGA 2445 BAIRRO CAIXAD  AGAU
231696,RUA AROEIRA AROEIRA 5165 ONA 5UL
737435,DO MIRA 15 RAMAL DOp DO MIRA
496503,RUA ALITA 546 AUMINOI
443206,1INHA 2 CABELO 19 None
311833,RUA TRES MARIAS 82 FORsSTA
587887,RUA MARIA LúCINDA None VILA DA AMIZADE
927585,BECOS ANTA SANTA MARIA 79 COjPENSA 1
139119,RUA DOS CANARINHOS 1916 UNIAO 2
807642,RUA NOSSA SENHORA DO ROSARIO 2055 BAIRRO CENTRO
664749,RUA CPITAO IPOLITO 12 gTRIANGcULO
874803,AVENIDA FRANCISCO QUEIROZ 951 COLONIAw SANTO hANTONIO
526663,TRAVESSA RIO BRANCO 302 MANUEL URBzNO
343528,AVENIDA FLORIANOPOLIS 6248 NIDUSTRIAL
757213,RUA PLINIO COELHO 259 CODAJAS
1002977,RAj B 10 MENEDS ARMANDO
666796,RUA SEBASTIAO OLIVEIRA 47 CORCOADO
570622,E RiA 440 BAIRR
315240,RûA VESPAZIANO RAMOS 3138 AGENOR M DEC ARVALHO
221898,RUA AFONSO PENA 1161 NOSSA SENHORA DS GACAS
881438,AEVNIDA L 2 A|VORADA
925443,BECO PENSADOR 70 CHAAPAD
484318,RUA OSCAR EIlA 125 BAIRRO ELDOURADO
1048748,RUA COSTA AZEVEDO 156 CETNRp
937396,BECO SAO JOSE 27 ALEïXO
699541,TRAVëSSA ARIAU 14 ASO
771995,AVENIDA CINO DE SETEMBRO 1560 CENTRO
945724,RUA RUA RUA 03 32 NOVO ALEIX0
100266,AVENIDA OITjO DE DEZEMBRO 5479 GUAvJARA MIRIM
1082741,RUA DiNIETE 28 COLONIA ANTONIO ALEIXO ALEIXO ALEIXO
979784,bRUA None GIpBERTO
933522,BECO NOSSA SEHORA DE FATIMA 50 APIïM
1123215,RUA ITUITABA 153 REDENCAO
74712,AVENIDA TAPAJOS 4520 CETOR
909591,BECO AIRTON SENNA 8 SAO JOSE OPERARIO
655764,RUA QUINTION BOCAIiVA 726 CENT
451386,AVENIDA DOSm PIOENIROS 573 AVENIDAS
587855,RUA MARIA JOSE DOMINGOS 74 CALAFATE
955953,fUA 8 N0VA CIDADE
974446,RUA 72 CONHECIDA COMO RUA 12 33 NOVO ALEIXO
805857,RUA RONDONîA 110 SAOFRANCISO
468172,RUA MARIA APARECIDA DE CARVALHO 4128 dUMAUM
1000484,RUAA STRO BARROSO 42 COROADO III
1085164,RUA DOS TREVOdS 236 DISTíTO INDUSTRAL 2
913299,BECO BOULdVAR 10 CACHOElRINHw
373530,RUA3 12 None PARQUE INDUSTRIAL TRANCREDO NEVES
49007,RUA ANfyONIO DE SANTANA 5038 VILLAGE DO SOL II
1057182,RUA DA IGREJA 142 SANTA SANTA ETELVINA
327600,LINHA SANTO CARLSO 19 SA0 CARLpOS
66663,LINHA 196 29 CACOAL
693287,RAMA LDO MTUUCA 195 MONTE SINAI
1108406,RUw GUANABARA 26 GILBERTOc METSRINHO
492835,AVENIDA GETUIO VARGAS 1675 dEMANSuO
242764,RUA CIDRERA None ONA SLU
311691,RUz E MEIO TRES 1611 F|ORSETA
284274,R MEXICO 2775 MEBRATEL
96207,AVEINDA CONSTITUICAO 1121 TRINAGULnO
896869,VAENIAD TEFE 37 BAIRRO RZAI
176442,AVENIDA RUI BARBOSA 3244 SETOR 13
742522,RUA AGENOR LACERDA 25 PERA 1
362291,AVENIDA BEIRA IkO 2711 CENTRO
1049319,URA wCRAVO 433 LqEIXO
664190,RUA SEM DENOMINACAO 75 BAIRRO TRkANGULO
194191,AVENIDA FORTALEZA 1890 PIMENTA NOVA PIMENTA
535432,SERINGAL HUMAITA 1229 SEGUNDOp ISTRITO
874653,AVENIDA FRqNCISCO QUEIRrOZ 20 COLONIA bSANTO ANTONIO
783842,RIsO JRUUA 16 CMOUIDADE LIBERDADE
378845,RUA JOSE PERERA DE LIMA 5118 BAIRRO JARDIM ELDORADO
113800,RUAu MINAS GERAvIS 2756 SETOR 05
184536,RUA GTULíO VARGAS 888 BAIeRyO DA LIBERDADE
112884,RUA MANOEL RIBEIRO MENDES 1604 07 STEOR
964874,RUA 29 5 JARDIM MAUA
36379,RúA CACHO 4225 RURAL POLO MOVELEIRO
729838,RU AARTHUR SA 5 CENTOR
87231,RUA DA MARIZ 2916 CENTRO CENTRO CENTRO
388572,AVENIDA JpOAO BATISTâ FIGUEREDO 1940 CENTRO
281192,RUA MNAOEL LAURENTINO DE SOUZA 820 ONVA PORT VELHO
280306,UA MAGNOLIw 3775 CONCEICAO
246697,RUA DA PAZ 2951 LAGINHA
689367,RU ADO ENGEHO None CNETRO
1703,AVENIDA JK 4843 REODNDO
876504,AVbENIDA GUARANAS 26 CIDADE NOVA
923380,MARIANO BECk 1135 NOSSA SENHORà APARECIDA
778924,RUA PADREp VERS0N 2168 AO SEBASTIAO
1096826,F RUq 48 TARUMA PONTA NEGRA RESIDENCIAL 1
906486,AVENIDA NILTON PROFESSOR 600 FLbORES
65915,LINHA 1 None CAçAOL
251915,RUA ECAD E QUEIROZ 9979 MARIANA MARIANA
1099543,RUã FOLRENTINA PEREIRA 131 BELA VITdSA
112735,RUA MAMORE 1632 STEOR 2
1112690,RUAHI 3 ALEIXO
378137,HUM NOVE QUINHENTOS tUA E MIL 1028 BODApNESE
383129,RUA SEISCENTOS E SETENTA E SETE None PARQUE SAO PAUO
997282,RUAy ARAXA 275 FLORES
933341,BECO MARECHAL DEODORO 50 COLONIA OLIVEIRA MACHADO
212308,AVENIDA RAIMUNDO 9527 ZONA ZONA LEST
12934,RUA ARAPONyàS 1864 SETOR 02
1012837,RUA BELO HORIZONTE 116 C0MPENSA COMPENSA
859197,AVENíDA BRASIL None COMPENeA
657629,kRUA PADRE EGqIDIO 631 CENTRO
35786,LlNHxA C 75 43 B 40 BR421
713017,RUACAJAZEIRs 70 PRAIã DO GADO GADO
480190,RUA VALERIO MAGALHAES 552 CASCATA
740017,COMUNIDADE NOSSA SENHORA PERPETUO SOCORRO None PARANA MURUMURUTUBA
27740,RUA PIaUo 1786 SETOR 12
1066493,RUA DAS PEROLAS PEROLAS 19 TANCRDO NEVES CyOMUNIDADE NOVA FLORESTA
963019,RUA 427 9 bOVA
741447,BECO MARIA ALMEIDA 1 24 PERá o2
656813,RUA SIQUEIRA CAMPOS 770 CAFrEZAL
1074547,URA DO ADVENTO 14 PAZ DA BAIRRO
510306,RUA RUA SANTO ANTONIO 307 MIRITIZAL
435139,RUA GRALHA-AZUL 1716 SETR 1
678983,RUA PIO RUA FREI 20 AMATURA
109691,hA BELO HORIZONTE 3572 SETOR 5
274435,RUA kJOSE CAUBY 710 CéNTRO
725514,RIO TABOCA 12 TABpCA
165766,RUA TOCANTIS 793 NOVs LONDRINA
1151040,RUA MACURANYj 65 DUCANDOSt
579847,dRUA JOAO CHALUh 269 MAN0lEL JULIAO
643999,RIO VIUVq PARAA None ISAIAS
386649,TRAVESSA A 4900 VISyA
377764,RUA GILBERTO DE BARROS 430 RESIEDpNCIAL HIPICA
485877,RMAAL KM 26 None COMUNIDADE 26
734504,MARIO JORGE GUEDES DA SILVA 171 vAIRRO NVOO
69604,RUA CASTELO BRANCO 2962 CENTRO
1102658,RUA G 9 ARMANDO MENDES
638005,RAMAL SATA ELENA 835 AMAPA
286890,RUA NEUZIRA GUEDES 3385 JUSCELINO KUBITSCHEK
434171,RU AGUIA BRANCA 1692 SETORv 01
288158,RUA NOVoA IOnRQUE None ZN0A SUL
420513,tUA wLVORADA 53 SETO 03d
649201,RAVESSA QUINARI 336 CENTRO
96626,AVENIDA DONATO DO PATROCINIO OU QARENTA E NOVE 3552 JARDIM DAS ESMERALDAS
525820,RUA FRANCISCO NAbSCMENTO 406 MANUEL URBANO
108379,AVENIDA PADRE ADOLPHO R0HL 3246 SETOR 05
683282,RUz ALAGOAS 943 CENTRO
6702,LINAHP 50 38 MARCAO
411659,RUA JANAIR DE PAULA NET None 7
469179,LINHA 16 266 Nnie
741528,BECO SAmTOS DUkONT 183 DUQUE DE CAXIAS
833357,RAU hARCELOS 253 APARECIDA
904908,AVENIDA PRESIDENTE CASTELO BRANCO 2076 CACHOEIRINHA CACHOEjRINHA
489007,AVENIDA GOVERxNADOR EDMUNDO PINTO 1291 CENTR0 CENTR0
149302,RUz NESTOR RAMOuS 119 URUAP
815198,RUA BeARBARA MIRANDA None TERRA NOVA
603966,RUA SEM DENOMINACAO 608 ARAEL BAIRRO
1012345,URA BELGIdA 408 FLORES
742548,RUA AGENOR LACERDA 59 PERAb 1
507089,AVENIDA RAIMUNDA NONAT DIAS DA SILVA 150 VILA SANTA ROSA
905791,AVENIDA PtESIDENTE DULTRA 437 SAO SAO RAIMUNDO
338637,RUA FREI CANECA 2648 ERNANDES GONCALVES
905960,PRESIDENTE KENNEDY 221 EDUvANDOS EDUvANDOS
125424,AVENIDA GUANABARA 3016 kK
952601,RUz147 1 jOVã CIDADE
820216,CIRCULAR GRANDE RjUA 112 CuENTRO
1079498,RUA DOIS 19 SAO JOSë OPERAIO
571930,RUA EPAMNONDAS 3231 BoASE
