id,nome
701422,BECO SEM DENOMINACAO 40 JAVARIZINHO
12815,RUA ARAPONGAS 1273 SETOR 2
1080310,RUA DOIS 62 SAO JOSE OPERARIO
291583,RUA PAULO FRANCIS 1512 NOVA FLORESTA
14132,RUA BREVES 5275 NOVE
724893,RUA NOVO HORIZONTE 478 NOVO HORIZONTE
127698,AVENIDA MARECHAL RONDON 2015 DOIS DE ABRIL
855869,AVENIDA AUTAZ MIRIM 7460 TANCREDO NEVES
513173,RUA TARAUACA 65 LIBERDADE
496570,RUA ALITA 2570 SAO JOSE
331464,RUA FAVEIRA 214 VILA PRINCESA
50956,RUA DAS ANDORINHAS 1830 LIBERDADE
276410,RUA JULIO DE CASTILHO 390 CENTRO
238085,RUA CABEDELO 2167 MARCOS FREIRE
844920,ESTRADA LARANJAL 3 ESTRADA LARANJAL
413728,RUA SERGIPE 2230 SETOR 4
704704,RUA UMARIZAL 174 FEIJOAL
1094769,RUA ESTRADA DOS JAPONESES 760 PQ DEZ DE NOVEMBRO
816552,AVENIDA SENADOR LEOPOLDO PERES 37 BAIRRO CHICO VIEIRA
274124,RUA JOSE CAMACHO 1169 OLARIA
462820,LINHA 22 5 ZONA RURAL
796011,BECO STONE I 690 JAUARI I
1049273,RUA CRAVO 1 PLANALTO
1146022,RUA LIVERPOOL None NOVA CIDADE
515250,AVENIDA PLACIDO DE CASTRO 93 CENTRO
765066,RUA EDNA SOUZA 105 SANTA RITA DE CASSIA
963944,RUA 26 42 AMAZONINO MENDES
759475,LAGO MIUA 3 JATOARANA 1
112929,RUA MANOEL RIBEIRO MENDES 2086 SETOR 07
239147,RUA CAMPO GRANDE 533 SAO LUIZ
860491,AVENIDA BURITI None DISTRITO
1122873,RUA ITAPURANGA 638 SAO JORGE
1064420,RUA DAS GARCAS 17 CIDADE DE DEUS
730841,RUA LUIZ FIGUEIRA None CENTRO
1037511,RUA CESAR SERRACINI 238 COLONIA SANTO ANTONI
264340,RUA HERBERT DE AZEVEDO 114 ARIGOLANDIA
859888,AVENIDA BRASIL 1533 COMPENSA
322282,RUA PADRE CHIQUINHO 413 PANAIR
482869,RUA JOAO JOVINO DE OLIVEIRA 244 BAIRRO ELDOURADO
765377,RUA JOAO MENDES 172 RODOVIARIO
61914,RUA GENERAL OSORIO 227 BAIRRO PRINCESA ISABEL
162218,RUA SAO LUIZ 2624 NOVA BRASILIA
266516,RUA IPIRANGA 4970 ZONA SUL
726120,RUA ALUISIO SANTOS 1153 CANUTAMA
559438,RUA CAJUI 106 RES. SANTA CRUZ/PLACAS
426864,RUA FRANCISCO TAVARES 40 BAIRRO SATELITE
237942,RUA BURITIS 3744 NOVA FLORESTA
720174,RUA RIO MADEIRA 15 BELA VISTA
916319,BECO DA CACHOEIRA 77 SAO RAIMUNDO
554671,RUA B 100 SAO FRANCISCO
336847,RUA COLIBRI 2322 CUNHA E SILVA
427874,RUA TIRADENTES 340 SATELITE
733850,RUA CURARI None CENTRO
452374,LINHA P 06 6 None
703393,RUA FREI LUDOVICO 1254 COLONIA
682370,IGARAPE CUIANA 86 CUIANA
277922,RUA LIBRA None PORTO VELHO
513282,RUA VALTER FERNANDES FARIAS None JOSE HASSEM
840594,RUA TAPAJOS 459 CENTRO
203177,PROJETO CAZULO None PIMENTA BUENO
12514,RUA ANISIO TEIXEIRA 3783 SETOR 11
148654,RUA MENEZES FILHO 3710 CASA PRETA
721361,AVENIDA SAO JOAO BATISTA 24 AXINIM
940448,ENTRADA PONTA NEGRA None COMPENSA
925864,BECO PRIMEIRO DE MAIO 148 SAO JORGE
643985,RIO JURUA 96 LUCEIRO1
19633,RUA FORTALEZA 2908 SETOR 3
289260,RUA OSVALDO ARANHA 2253 CONCEICAO
93352,AVENIDA 12 DE OUTUBRO None CRISTO REY
16106,RUA CHICO MENDES 3882 SETOR 11
805184,RUA PROGRESSO 5775 JARDIM AMANDA
973608,RUA 7 125 COLONIA SANTO ANTONIO
588785,RUA MEIRE ALVES DA SILVA 212 TANCREDO NEVES
171431,RUA JOAO GOULART 2367 CENTRO
341765,AVENIDA BELO HORIZONTE 6231 SAO CRISTOVAO
96674,AVENIDA DOS MISSIONARIOS 3554 JARDIM DAS ESMERALDAS
202479,RUA PADRE FEIJO 1045 VILA NOVA
808000,RUA PROFESSOR GAMA FILHO 4275 TIRADENTES
314180,RUA VATICANO 4130 IGARAPE
895529,AVENIDA SOLIMOES None PARQUE MAUA
445431,RUA PRINCIPAL OU RO 470 None CENTRO
335841,AVENIDA TIRADENTES 2043 CENTRO
1140761,RUA L 21 COROADO
295522,RUA PLATANO 2018 MARCOS FREIRE
633364,TRAVESSA CORONEL HONORIO ALVES 31 BAIRRO 15
270491,RUA JOAO BORTOLOZZO 2984 CENTRO
232517,RUA ATAUFO ALVES 8750 PORTO VELHO
617073,RUA SANTA TEREZINHA 165 JOAO EDUARDO II
47353,RUA 7 1484 MOTOCROSS
821959,AVENIDA GETULIO VARGAS 612 CENTRO
897364,AVENIDA TEFE 840 JAPIIM
1020481,RUA BRASIL 37 COLONIA TERRA NOVA
730365,RUA FRANCISCO LINO DE OLIVEIRA None SAMUEL AMARAL
472929,ESTRADA LH 199 FINAL 45 LH 199 FINAL
1134152,RUA JORDAO None GILBERTO MESTRINHO
638009,RAMAL SANTA LUZIA None SANTA LUZIA
541772,BECO INGA 40 MOCINHA MAGALHAES
839022,RUA OSVALDO CRUZ None SAO JOSE
532972,RAMAL MENDES CARLOS II 264 DOIS FILHOS KM 12 ENTRADA
871009,AVENIDA E None ALVORADA I
863373,AVENIDA CHICO MENDES 396 COLONIA TERRA NOVA
30943,RUA SAO VICENTE 2718 SETOR 3
390982,AVENIDA MARECHAL RONDON 1781 ZONA RURAL
815426,RUA MANOEL CIPRIANO VITAL 360 CIDADE BAIXA
769418,RUA MARECHAL RONDON 89 SAO FRANCISCO I
1034642,RUA CEARA 108 CHAPADA
1012307,RUA BELGICA 220 FLORES
239438,RUA CANIDE 11502 PORTO VELHO
431220,AVENIDA 25 2010 CENTRO
111696,RUA GOIAS 3866 SETOR 02
36213,RODOVIA RO 257 17 RO 257
1022583,RUA C None PARQUE 10 CONJUNTO JARDIM AMAZONAS
744926,RUA DOIS DE AGOSTO 467 CENTRO
1141727,RUA LACO DE AMOR 3 JORGE TEIXEIRA
739271,RUA ADRIANO DE QUEIROZ 20 CENTRO
33620,RUA DOM PEDRO II 224 SAO GERALDO
596742,RUA PROJETADA 113 SAO FRANCISCO
1133341,RUA JOAQUIM SARMENTO 251 CENTRO
754134,LAGO IPIXUNA 6 DIVINO ESPIRITO SANTO
466040,LINHA 603 18 RURAL
303650,RUA SANTA CRUZ 6483 TRES MARIAS
1063514,RUA DAS CAMELIAS 282 JORGE TEIXEIRA 1 ETAPA
140559,RUA FERNANDAO 1010 DOM BOSCO
1119841,RUA IRACEMA 33 BAIRRO DA PAZ
1093265,RUA ESMIRNA 217 CIDADE DE DEUS
310890,RUA TILAPIA 3291 B ELETRONORTE
717709,RIO PURUS 27 RIO PURUS
6731,LINHA P 50 93 MARCAO
651047,RAMAL SANTA MARIA 16893 SANTA MARIA
765608,RUA VINTE E SETE DE JULHO 208 SAO FRANCISCO
144625,RUA JOSE BEZERRA BARROS 2574 SAO FRANCISCO
326076,FAZENDA DO SENHOR GABRIEL None FAZDA DO GABRIEL RAMAL AREIA GROSSA
77950,RUA SERINGUEIRA 2518 MINAS GERAIS
674961,RUA ROMUALDO ROSAS 671 VILA DO V
740846,AVENIDA CASTELO BRANCO 1500 CIGANOPOLIS
662903,RUA JOAO PESSOA 1139 BAIRRO DA COHAB
587146,RUA MARIA ATENAS 380 VITORIA
572381,RUA EUFRATES 20 RESIDENCIAL IOLANDA
413859,RUA THEOBROMA 1394 ST 2
1023345,RUA C 37 COMPENSA III
184806,RUA GUAPORE 379 BAIRRO JARDIM NOVO ESTADO
916575,BECO DA FONTE 9 REDENCAO
1085183,RUA DOS TREVOS 1 50 JORGE TEIXEIRA JOAO PAULO
561637,RUA CONQUISTA 10 MANOEL JULIAO
95548,AVENIDA BOUCINHAS DE MENEZES 1326 TRIANGULO
41143,AVENIDA CLODOALDO NUNES DE ALMEIDA 1705 RIOZINHO
993618,RUA ANGELO BITTENCOURT 12 GILBERTO MESTRINHO
998834,RUA AROEIRAS 191 MONTE DAS OLIVEIRAS
319497,RUA DOM PEDRO II 2019 SAO CRISTOVAO
967937,RUA 4 497 ALVORADA
760411,BECO SAO JOSE 3 17 SAO JOSE
1021084,RUA BRASIL 293 COROADO
730651,RUA JULIA TEIXEIRA DE MELO 70 FATIMA
1029471,RUA CAPIM SANTO 170 JORGE TEIXEIRA JOAO PAULO
250105,RUA DO RUTILIO 4782 FLODOALDO PONTES PINTO
583697,RUA LIMA BARRETO 46 FLORESTA
481746,RUA ASTERIO DE PAULA MOREIRA 697 FRANCISCO JOSE MOREIRA
144886,RUA JOSE EDUARDO VIEIRA 2117 NOVA BRASILIA
741784,ESTRADA COARI ITAPEUA 1701 ITAMARATI
653202,RUA BENJAMIN CONSTANT 48 CENTRO
141083,RUA FRANCISCO PEREIRA DOS SANTOS 3161 ALTO ALEGRE
935577,BECO SAO FRANCISCO 1 SANTO ANTONIO
416035,LINHA 03 MARCO 20 40 SEGUNDA LH 03 MARCO 20
211028,AVENIDA PINHEIRO MACHADO 4835 FLODOALDO PONTES PINTO
1127533,RUA JAPIIM 182 CIDADE DE DEUS
709961,ESTRADA PRESIDENTE FEGUEREDO 1052 KM 1
199169,RUA HERMINIO VIEIRA 472 JARDIM DAS OLIVEIRAS
520085,RIO RIO ENVIRA None SERINGAL VILA ALVES
611030,RUA WILSON RIBEIRO 89 BAIRRO CIDADE NOVA
360172,RUA CORONEL JORGE TEIXEIRA DE OLIVEIRA 2598 CENTRO
21370,RUA IARA 2849 JARDIM JORGE TEIXEIRA
890458,AVENIDA RAMOS D 102 NOVO ALEIXO
968424,RUA 41 None COMUNIDADE PORTELINHA SAO JOSE 2
984498,RUA ALAMEDA B4 47 GRANDE VITORIA
139285,RUA DOS COLEGIAIS 1184 PARQUE SAO PEDRO
235740,RUA BIDU SAIAO 5971 APONIA
655352,RUA NEWTON PRADO 736 CAFEZAL
369057,AVENIDA TRINTA E SEIS 4873 BELA VISTA
1010354,RUA BEIRA RIO 184 PARQUE 10
897170,AVENIDA TEFE 524 JAPIIM
954354,RUA 157 18 CIDADE NOVA
1043212,RUA CINQUENTA 463 NOVO ALEIXO
545826,RAMAL DA JUDIA 732 BELO JARDIM 1
935484,BECO SAO DOMINGOS 118 PRESIDENTE VARGAS
951226,RUA 13 88 CIDADE NOVA
5434,ESTRADA DA ZIDOLANDIA 60 FILADELFIA
30456,RUA SALVADOR 2077 SETOR 3
694721,RUA SETE 118 MONTE SINAI
350154,AVENIDA POETA AUGUSTO DOS ANJOS 3199 JARDIM TROPICAL
315477,RUA VICENTE FONTOURA 9132 SAO FRANCISCO
402144,AVENIDA MARECHAL RONDON 3808 CENTRO
834334,RUA CAROLINA FERNANDES 104 TERRA PRETA
989749,RUA AMAZONAS 307 COMPENSA
189393,RUA MARECHAL CASTELO BRANCO 779 JARDIM TROPICAL
660121,RIO YACO None PALMEIRAS
496275,RUA ALFREDO TELES 841 JOAO ALVES
811225,RAMAL AJURICABA 38 VILA DE LINDOIA
1096892,RUA F 60 ARMANDO MENDES
1142294,RUA LAUDICEIA 36 NOVO ISRAEL
400223,LINHA 70 22 SETOR NOVO ORIENTE
918262,BECO DEZ DE JUNHO 110 JORGE TEIXEIRA
62781,RUA PADRE JOSE DE ANCHIETA 664 NOVA ESPERANCA
1046494,RUA COLETORA LESTE OESTE 23 NOVO ALEIXO
48592,RUA ANITA GARIBALDI 2945 TEIXEIRAO
455561,LINHA FA 01 None LINHA FA O1
23939,RUA MACAUBAS 5207 NOVE
190195,LINHA 101 1260 LINHA 101 SENTIDO JI PARANW
582866,RUA L 307 BAIRRO CORRENTE
801874,RUA HUMBERTO CALDEIRADO FILHO 3741 EDUARDO BRAGA II
412343,RUA MIRANTE DA SERRA 2284 SETOR 4
464986,AVENIDA MONTE SIAO 75 CENTRO
355307,RUA SANTOS DUMONT 838 BAIRRO CIDADE ALTA
142246,RUA HERMINIO VICTORELI 181 CENTRO
448723,RUA JOSE VALADARES 2986 MONTE NEGRO
874660,AVENIDA FRANCISCO QUEIROZ 23 CIDADE NOVA
322043,RUA PADRE CHIQHINHO 2464 LIBERDADE
383145,RUA SEISCENTOS E TRES 640 PARQUE IND SAO PAULO
620278,RUA VETERANO MANOEL AVELINO 45 ABRAAO ALAB
322087,RUA PADRE CHIQHINHO 2634 LIBERDADE
628785,TRAVESSA MANOEL JULIAO 62 PLACAS
128638,RUA 7 DE SETEMBRO 2171 CASA PRETA
1101580,RUA FRANCISCO COUTO VALE 719 BAIRRO PETROPOLIS
1005886,RUA B15 684 ALVORADA
798248,RUA ANTONIO SERUDO MARTINS 1552 IRACY
736970,MARGEM RIO JUMA None LAGO DO BOTO
918835,BECO DO POVO 46 JORGE TEIXEIRA
484537,RUA RAIMUNDO BARROS DA SILVA 151 BAIRRO ELDORADO
594455,RUA PERU 623 HABITASA
569691,RUA DOS CRAVOS 41 JARDIM PRIMAVERA
77936,RUA SEM DENOMINACAO 2 3710 SANTA LUZIA
903331,AVENIDA DUQUE DE CAXIAS 1692 PRACA 14 DE JANEIRO
870923,AVENIDA DUBLIM 19 PLANALTO
390969,AVENIDA MARECHAL RONDON 885 ZONA RURAL
64642,ALDEIA SURUIS 421 CACOAL
444283,TRAVESSAO RO 133 47 None
197555,RUA ALCINDA RIBEIRO DE SOUZA 1076 ALVORADA
901371,AVENIDA DESEMBARGADOR GASPAR GUIMARAES 29 BAIRRO DA UNIAO
412997,RUA PIMENTA BUENO 1610 SETOR 2
967596,RUA 4 17 CIDADE NOVA
612799,RUA DOUTOR MARIO MAIA 208 RAIMUNDO MELO
1003581,RUA B 34 COROADO
372489,RUA 104 OU SETE DE SETEMBRO 1615 BAIRRO SAO JOSE
1082593,RUA DOMINGOS LEITE ANTIGA HENOCH REIS 162 BAIRRO DA PAZ
1077620,RUA DO PASSEIO 20 NOVO ISRAEL
698126,RIO PRETO None RIO PRETO
944651,RAMAL NOVA ESPERANCA 280 JORGE TEIXEIRA
680181,RUA MANUEL NAZARE CORDEIRO . 879 ANAMA
210551,AVENIDA NACOES UNIDAS 1610 ROQUE
979040,RUA A UM 1029 JAPIIM
14557,RUA CACAPAVA 5093 NOVE
742686,RUA ALECRIN 123 GRANDE VITORIA
64373,TRAVESSA TRINTA E UM DE MARCO 727 BAIRRO PRINCESA ISABEL
867460,AVENIDA COSME FERREIRA 7464 ZUMBI DOS PALMARES
298299,RUA RAFAEL VAZ E SILVA 3621 LIBERDADE
891308,AVENIDA RIACHO FUNDO None TARUMA ACU
910077,BECO AMAZONAS 16 JAPIIM
631087,TRAVESSA RAMOS FERREIRA 434 PISTA
963570,RUA 251 9 NOVO ALEIXO
795751,BECO DO CESAR 2857 IRACY
540611,AVENIDA DOUTOR MARIO MAIA 379 BAIRRO SAO FRANCISCO
441726,RODOVIA BR 364 None BR 364 KM 8O
142479,RUA HONDURAS 570 JARDIM DAS SERINGUEIRA
1136258,RUA JOSE FLORENCIO 1252 MANAUS
191819,RUA AGUIMAR DE SOUSA 892 COABE
1105261,RUA GENEZARE None CIDADE DE DEUS
804988,RUA POMPILHO MARQUES 989 SAO JORGE
163600,LADO ESQUERD LINHA UNIAO 27 LINHA
592340,RUA ORQUIDEAS 391 JARDIM PRIMAVERA
1022005,RUA BURITI 9 COLONIA ANTONIO ALEIXO
595960,RUA PRIMAVERA 170 UNIVERSITARIO
386621,TRAVESSA A 7 JARDIM DAS OLIVEIRAS
595583,RUA PRAIA DO FUTURO 12 LOTEAMENTO PRAIA DO AMAPA
470719,CAMINHO 1 5044 CENTRO
1045577,RUA CISJORDANIA 25 NOVA CIDADE
680989,COMUNIDADE SANTA MARIA 6040 SOLIMOES
237248,RUA BUENOS AIRES None NOVA PORTO VELHO
1082792,RUA DORABELA 13 SANTA ETELVINA
502555,RUA MINAS GERAIS 1570 CRUZEIRAO
857134,AVENIDA BARCELOS 2391 CACHOEIRINHA
276849,RUA JURUNA 212 TUPI
539239,AVENIDA MARIA JOSE DE OLIVEIRA 1844 UNIVERSITARIO
925343,BECO PEDRO TEIXEIRA 11 DOM PEDRO
112786,RUA MANOEL LACERDA FERRAZ 2958 SETOR 06
747025,RUA INDEPENDENCIA 113 CENTRO
46821,AVENIDA PRESIDENTE DUTRA 2461 INDUSTRIAL
1121732,RUA ITACOATIARA 525 CACHOEIRINHA
652413,RAMAL RAMAL DO LAURIAN0 27 COLONIA SAO SEBASTIAO
873493,AVENIDA F None NOVA REPUBLICA
949472,RUA 11 45 CIDADE NOVA
196682,AVENIDA PASTOR JOSE ESCORICA NETO 1050 VILA NOVA
659501,RAMAL DO POLO 1953 SITIO BENCAO DE DEUS
1098096,RUA FERREIRA DIAS 211 FLORES
1053323,RUA CURUANA None COMPENSA
151938,RUA RIO GRANDE DO SUL 3484 BOA ESPERANCA
951362,RUA 13 305 CIDADE NOVA
933976,BECO SANTA HELENA None SAO JORGE
602804,RUA SEBASTIAO AMANCIO 79 SOBRAL
332258,RUA RUA 38 31 NOVA MUTUM
242132,RUA CEZAR GUERRA PEIXE 5534 FLODOALDO PONTES PINTO
218766,ESTRADA DO CANIL 6874 NACIONAL
971029,RUA 50 75 CIDADE NOVA
285063,RUA MIGUEL CHAKIAN 2577 PORTO VEIHO
491839,AVENIDA 25 DE AGOSTO None BAIRRO 25 DE AGOSTO
1088650,RUA E 29 CIDADE NOVA
249123,RUA DO ACORDO 5863 ZONA SUL
622535,TRAVESSA BUEIRO 77 SANTA INES
950837,RUA 13 None PARQUE MAUA
204619,AVENIDA BRASILIA 2525 SAO CRISTOVAO
554043,RUA ARCO IRIS 436 VITORIA
96392,AVENIDA DARIO GOMES DO NASCIMENTO 4075 JARDIM DAS ESMERALDAS
401346,AVENIDA AFONSO PENA None CENTRO
30767,RUA SAO MIGUEL None INDUSTRIAL JAMARI
992426,RUA ANAPOLIS 1278 REDENCAO
1132771,RUA JOAO VALERIO 1107 SAO GERALDO
6299,LINHA 47 5 SENTIDO GEAZE 33 ZONA RURAL
861295,AVENIDA BURITI 5 COROADO
149009,RUA MOGNO 2061 NOVA BRASILIA
206831,AVENIDA DOS IMIGRANTES None APONIA
41225,AVENIDA COPACABANA 420 NOVO CACOAL
241953,RUA CENTENARIO 7834 ESCOLA DE POLICIA
363916,AVENIDA DAS VIOLETAS 1268 JARDIM DAS OLIVEIRAS
536091,AVENIDA 7 DE SETEMBRO 14 TANCREDO NEVES
502132,RUA LINHA DO TIRO AO ALVO None LINHA DO TIRO AO ALVO
151526,RUA RICARDO CATANHEDE 160 URUPA
180596,AVENIDA GONCALVES DIAS 2795 JARDIM AEROPORTO
147756,RUA MARINGA 2330 NOVA BRASILIA
531588,RUA TUPINIQUINS 612 CAMPINAS
822329,CAMINHO RAMA BOA VISTA None ALDEIA BOA VISTA
480281,RUA DOM GIOCONDO MARIA GROTTI 741 CENTRO
158452,RUA BARAO DO RIO BRANCO 2944 VALPARAISO
430875,LINHA CAPA ZERO 28 RURAL
302531,RUA SALGADO FILHO 955 MATO GROSSO
920052,BECO FLAVIO COSTA 64 COROADO
1107319,RUA GRACA DE DEUS 200 CIDADE DE DEUS
972717,RUA 64 8 NOVA CIDADE
612377,RUA CORONEL SEBASTIAO DANTAS 136 ESTACAO EXPERIMENTAL
143034,RUA IPE 1183 CAFEZINHO
839626,RUA RAIMUNDA RUIZ 1940 LIBERDADE
836799,RUA JOAO XXIII 1272 CENTRO
825390,RUA VINTE E DOIS DE OUTUBRO 2839 BAIRRO BARRA LIMPA
526505,RUA VALTER MAGALHAES 117 MANUEL URBANO
269488,RUA JARDEL FILHO 5657 SAO SEBASTIAO
609522,RUA VINTE E CINCO DE DEZEMBRO 247 RAIMUNDO MELO
379737,RUA NELCI VIANA DA LUZ 13 JARDIM ELDORADO
411931,RUA JOSE CARLOS DA MATA 1236 SETOR 01
1018472,RUA BOM JESUS 65 PETROPOLIS
473723,LINHA 200 2 LT1 GL26
177773,RUA PACAEMBU 2981 SETOR 13
515105,AVENIDA MARECHAL DEODORO 160 BAIRRO DA ELETROACRE
389575,RUA CANELA None BAIRRO PLANALTO
293214,RUA PEROLA 3730 ZONA LESTE
134340,RUA CASTRO ALVES 57 JARDIM DOS MIGRANTES
308355,RUA TAMARINDO 2916 ZONA SUL
476117,RUA MINAS GERAIS 310 ACRELANDIA
646726,RUA GOVERNADOR WANDERLEY DANTAS 684 AMOTI
101637,AVENIDA ROSA CORTEZ 672 SURPRESA
918902,BECO DOIS 150 BAIRRO DA PAZ
458919,RUA PRESIDENTE COSTA E SILVA 4579 CIDADE ALTA
298733,RUA RAIMUNDO MERCES 1635 AGENOR M DE CARVALHO
41461,AVENIDA CUIABA 2712 JARDIM CLODOALDO
138969,RUA DOS BABACUS 172 URUPA
311049,RUA TOBIAS BARRETO 47 TUCUMANZAL
440622,RUA JOAO SANTANA DA SILVA 2072 CENTRO
613687,RUA MAJOR LADISLAU FERREIRA 1124 ABRAAO ALAB
544157,ESTRADA DIAS MARTINS 5120 UNIVERSITARIO
344043,AVENIDA GOIANIA 4244 CENTRO
1045700,RUA CLARINDO DE QUEIROZ 6 SAO FRANCISCO
727445,TRAVESSA MONSENHOR INACIO 36 CANUTAMA
415340,ESTRADA ENTRE AS SERARIAS None PA BURITIS
778679,RUA MARECHAL RONDON 2023 NOVA ESPERANCA
34626,TRAVESSA JEQUITIBA 3409 SETOR 01
449237,RUA SETE DE SETEMBRO 2803 MONTE NEGRO
1110272,RUA GURUPI 2253 REDENCAO
533964,RUA AMARIZIO SALES 266 PORTO WALTER
357220,AVENIDA GETULIO VARGAS 3282 ROLIM DE MOURA
261998,RUA GRAFITA 5548 CIDADE NOVA
936662,BECO SAO JOAO 8 CACHOEIRINHA
771799,AVENIDA CINCO DE SETEMBRO 280 CENTRO
65209,LINHA 08 None LINHA 08
712029,BECO DO SAMUEL 88 PRAIA DO GADO
553790,RUA APURINA 7 BELO JARDIM 1
756685,RUA JOAO PESSOA 252 CODAJAS
858532,AVENIDA BOA ESPERANCA 57 CRESPO
292348,RUA PEDRO ALBENIZ 6687 PORTO VELHO
431592,AVENIDA TANCREDO NEVES 2088 CENTRO
838107,RUA MARCILIO DIAS 1337 BIRIBIRI
999183,RUA ARTHUR VIRGILIO NETO 34 COROADO
789739,RUA POR DO SOL 159 NOVO AMANHECER
699626,TRAVESSA MARIA BELEM 70 CENTRO
634291,TRAVESSA SAO JOSE 183 ESPERANCA
464276,LINHA 28 DO 37 1003 Z0NA RURAL
942924,ESTRADA PONTA NEGRA 1320 PONTA NEGRA
486183,RUA PROJETADA 06 14 COMUNIDADE 26
1136651,RUA JOSE LINDOSO 120 BELA VISTA
288328,RUA NOVA REPUBLICA 1434 FLORESTA
350029,AVENIDA CORONEL TEIXEIRA 5649 BOA ESPERANCA
922981,BECO LUZ E VIDA 214 ALVORADA
724796,RUA JOAQUIM FERREIRA 111 CENTRO
945536,RUA 02 DE AGOSTO 63 FLORES
1121948,RUA ITACOLOMI 182 ARMANDO MENDES
92163,RUA SAO PAULO 2676 CENTRO
230880,RUA AQUILIS PARAGUASSU 3212 NOVO HORIZONTE
51935,RUA DOS PIONEIROS 3574 BAIRRO FLORESTA
96493,AVENIDA DOMINGOS CORREA DE ARAUJO 1850 NOSSA SENHORA APARECIDA
221274,RUA ABUNA 776 TELEACRE
578681,RUA ITAPOAN 534 CONQUISTA
210368,AVENIDA MAMORE 5975 IGARAPE
546502,RODOVIA AC 40 None VILA ACRE
222632,RUA ALBERTO PASQUALINE 2473 FLODOALDO PONTES PINTO
68415,AVENIDA INTEGRACAO NACIONAL None CENTRO
477333,RAMAL DO CUMARU 31 CUMARU
771880,AVENIDA CINCO DE SETEMBRO 636 CENTRO
1146115,RUA LIVERPOOL 24 NOVA CIDADE
805251,RUA PRUDENTE DE MORAES 313 BAIRRO COLONIA
1111015,RUA H 43 CIDADE NOVA
586354,RUA MANOEL RIBEIRO 46 BAHIA NOVA
1064265,RUA DAS FLORES 138 NOSSA SENHORA APARECIDA
782987,COMUNIDADE MONTE LIGIA 1 None
458509,RUA DOM PEDRO PRIMEIRO 3385 CIDADE ALTA
341069,AVENIDA ARACAJU 4929 CENTRO
822933,RUA CAMILO MORATO 1124 BAIRRO DA FONTE
872220,AVENIDA EFIGENIO SALES 780 ALEIXO
319257,RUA DELEGADO NOVAES NETO 2704 COSTA E SILVA
831061,AVENIDA PADRE RAFAEL 980 SAO FRANCISCO
511408,RUA ANA DE SOUZA LIRA 53 LIBERDADE
590081,RUA MONTEIRO 161 BOSQUE
178358,RUA UIRAPURU 3523 SETOR 13
27320,RUA PARANAVAI 4966 NOVE
642361,IGARAPE 13 DE MAIO 6 RODRIGUES ALVES
26125,RUA MUTUM 469 JARDIM DAS PALMEIRAS
151283,RUA QUINZE DE NOVEMBRO 1651 CASA PRETA
241889,RUA CENTAURO 11855 PORTO VELHO
1095515,RUA EURIPEDES 400 MONTE DAS OLIVEIRAS
579822,RUA JOAO CHALUB 71 MANOEL JULIAO
52792,RUA GERALDO CARDOSO CAMPOS 3809 JOSINO BRITO
